title,salary_max,redirect_url,longitude,__CLASS__,id,adref,description,contract_time,created,salary_is_predicted,salary_min,latitude,category.tag,category.label,category.__CLASS__,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,contract_type
Nursing Supervisor,73460.15,https://www.adzuna.com/land/ad/5863106520?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=B3B60D0D712940F4018F237735E3A8569069ED14,-72.88752,Adzuna::API::Response::Job,5863106520,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjUyMCIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.7PNnV98zcvtlDxPW2Ne6qLzsrCHlqEuONWPo-Zpvsd4,"Wethersfield Corporate Office seeks a Nursing Supervisor to lead nursing services supporting municipal health programs. The role oversees clinical staff, coordinates care for residents, and ensures compliance with public health regulations. Responsibilities include supervising and scheduling nurses, conducting assessments, maintaining accurate documentation, and driving quality improvement initiatives. Working in a professional, community-focused environment, this position collaborates with oth…",,2026-08-31T14:05:17Z,1,73460.15,41.74908,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Connecticut', 'Hartford County', 'Lake Garda']",Adzuna::API::Response::Location,"Lake Garda, Hartford County",Wethersfield Corporate Office,Adzuna::API::Response::Company,
Physician,136740.72,https://www.adzuna.com/land/ad/5863106523?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=EAF4F4635BBDDB1D838728553F77D28967713980,-84.868646,Adzuna::API::Response::Job,5863106523,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjUyMyIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.kJMBFobFh7LdcBCm-LBGUdspBPsbFZb8sZyyxXtmHZ4,"Signify Health is seeking a Physician to join our Healthcare & Medical Services team. In this role, you will deliver high-quality, patient-centered care while supporting value-based care initiatives through in-home or virtual health evaluations. You will collaborate with an interdisciplinary care team, leverage advanced analytics and technology, and document clinical findings to inform care plans and outcomes. Signify Health offers a culture grounded in integrity, meaningful connections, and co…",,2026-08-31T14:05:17Z,1,136740.72,38.195048,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Kentucky', 'Franklin County', 'Frankfort']",Adzuna::API::Response::Location,"Frankfort, Franklin County",Signify Health,Adzuna::API::Response::Company,
CV Invasive Specialist,115848.1,https://www.adzuna.com/land/ad/5863106507?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=D96348C8D11281325E3BDFFFDF870F82E596872E,-104.796523,Adzuna::API::Response::Job,5863106507,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NTA3In0.BtCZrGxKuNEqBb2XyNCBMW1ObiXn_zIWqpTAd-M44RQ,"Intermountain Health seeks a CV Invasive Specialist to support invasive cardiovascular procedures in a high-acuity cath lab. In this role, you’ll prepare patients, operate imaging and monitoring equipment, scrub and circulate for diagnostic and interventional cases, and ensure strict adherence to sterile technique and radiation safety. You will collaborate with cardiologists, nurses, and technologists in a patient-centered, mission-driven environment with strong training, growth opportunities, …",,2026-08-31T14:05:17Z,1,115848.1,39.98246,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Colorado', 'Adams County', 'Brighton']",Adzuna::API::Response::Location,"Brighton, Adams County",Intermountain Health,Adzuna::API::Response::Company,
Physician,145694.33,https://www.adzuna.com/land/ad/5863106519?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=523FC22DBD1080C01E71F67F644E88DC8DB4AA55,-85.817533,Adzuna::API::Response::Job,5863106519,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NTE5In0.rYjPu_RpygvKwB3EogXwOsR3okV4waZTn_d3WLlZvBA,"Signify Health is seeking a Physician to join our Healthcare & Medical Services team. In this role, you will deliver high-quality, patient-centered care while supporting value-based care initiatives through in-home or virtual health evaluations. You will collaborate with an interdisciplinary care team, leverage advanced analytics and technology, and document clinical findings to inform care plans and outcomes. Signify Health offers a culture grounded in integrity, meaningful connections, and co…",,2026-08-31T14:05:17Z,1,145694.33,38.315717,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Floyd County', 'New Albany']",Adzuna::API::Response::Location,"New Albany, Floyd County",Signify Health,Adzuna::API::Response::Company,
LICENSED PRACTICAL NURSE,72916.08,https://www.adzuna.com/land/ad/5863106524?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=71E90F0D16FCB8482503BBB1C4620CBB66303BF2,-82.55,Adzuna::API::Response::Job,5863106524,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NTI0In0.UYxsrixid2xhquLz-WPo9BXMrTkpYL69qLWCI38Z84g,"CenterWell Home Health seeks a compassionate Home Health Licensed Practical Nurse to deliver skilled, in-home nursing care. The LPN will perform assessments, administer medications and treatments, manage wounds, and monitor chronic conditions while following individualized care plans. You will educate patients and families, promote safety and independence, and document care accurately in EMR systems. Working closely with an interdisciplinary team, you’ll support high-quality outcomes and patien…",,2026-08-31T14:05:17Z,1,72916.08,35.6,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,"Asheville, Buncombe County",CenterWell Home Health,Adzuna::API::Response::Company,
Physician,137036.67,https://www.adzuna.com/land/ad/5863106522?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=8813ACE9CCE6C960611830DF5A039ED547A3B072,-95.889043,Adzuna::API::Response::Job,5863106522,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NTIyIn0.5FPOUFg9vzi8P7U9eboApvZJe1VUQE8YPKTF9qXLklc,"Signify Health is seeking a Physician to join our Healthcare & Medical Services team. In this role, you will deliver high-quality, patient-centered care while supporting value-based care initiatives through in-home or virtual health evaluations. You will collaborate with an interdisciplinary care team, leverage advanced analytics and technology, and document clinical findings to inform care plans and outcomes. Signify Health offers a culture grounded in integrity, meaningful connections, and co…",,2026-08-31T14:05:17Z,1,137036.67,35.9627,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Tulsa County', 'Bixby']",Adzuna::API::Response::Location,"Bixby, Tulsa County",Signify Health,Adzuna::API::Response::Company,
Physician,110938.12,https://www.adzuna.com/land/ad/5863106506?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=8FE32C8AE3719893C9C5F7677335C79CABD69C02,-84.565792,Adzuna::API::Response::Job,5863106506,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjUwNiIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.zsGskxnPputOe0CEZnOfMXu7GWcSxIHn8DcfMMq-FYY,"Signify Health is seeking a Physician to join our Healthcare & Medical Services team. In this role, you will deliver high-quality, patient-centered care while supporting value-based care initiatives through in-home or virtual health evaluations. You will collaborate with an interdisciplinary care team, leverage advanced analytics and technology, and document clinical findings to inform care plans and outcomes. Signify Health offers a culture grounded in integrity, meaningful connections, and co…",,2026-08-31T14:05:17Z,1,110938.12,37.884088,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Kentucky', 'Jessamine County', 'Nicholasville']",Adzuna::API::Response::Location,"Nicholasville, Jessamine County",Signify Health,Adzuna::API::Response::Company,
Staff Nurse,26679.85,https://www.adzuna.com/land/ad/5863106510?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=53CB362B6248A1D5700EE8A9623783FB0373CDB1,-97.204239,Adzuna::API::Response::Job,5863106510,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NTEwIn0.J95G8UpysGbJy4tT_ckqBf7IyuqhNvPQmFsVHJartAY,"Methodist Health System is seeking a compassionate Staff Nurse (Registered Nurse) to join our Emergency Department in our Healthcare & Medical Services team. In this fast-paced role, you will deliver high-quality, evidence-based care to diverse patients with urgent and critical needs. Responsibilities include triage, assessment, medication administration, and collaboration with a multidisciplinary team. Our culture values integrity, compassion, accountability, and inclusivity. We offer comprehe…",,2026-08-31T14:05:17Z,1,26679.85,32.436911,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Johnson County', 'Alvarado']",Adzuna::API::Response::Location,"Alvarado, Johnson County",Methodist Health System,Adzuna::API::Response::Company,
Behavior Analyst,65552.88,https://www.adzuna.com/land/ad/5863106516?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=342B71F6D8A233B1F7A4F3852EA1AEE0A715DBE2,-84.465867,Adzuna::API::Response::Job,5863106516,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NTE2In0.Aysu79G-sF4M1scJBMpGV9fyaYD0IN0H2orVUBpTyyw,"As an ABA Behavior Analyst at Hope Network, you will provide evidence-based behavioral health services to individuals with developmental, cognitive, or behavioral challenges. You will complete assessments, design and oversee ABA treatment and behavior intervention plans, and supervise behavior technicians. Working closely with families and an interdisciplinary healthcare team, you’ll use data-driven practices to build functional skills and reduce challenging behaviors. In our inclusive, compass…",,2026-08-31T14:05:17Z,1,65552.88,42.38798,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Michigan', 'Jackson County', 'Rives Junction']",Adzuna::API::Response::Location,"Rives Junction, Jackson County",Hope Network,Adzuna::API::Response::Company,
Physician,124127.91,https://www.adzuna.com/land/ad/5863106517?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=8F184C96D68A92B9B54D3F64A2CF05A969BC45AD,-98.026495,Adzuna::API::Response::Job,5863106517,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NTE3In0.5aA2LPGowxIsG1P4zRhqpefi84GzkZHTW8UrG52wKz0,"Signify Health is seeking a Physician to join our Healthcare & Medical Services team. In this role, you will deliver high-quality, patient-centered care while supporting value-based care initiatives through in-home or virtual health evaluations. You will collaborate with an interdisciplinary care team, leverage advanced analytics and technology, and document clinical findings to inform care plans and outcomes. Signify Health offers a culture grounded in integrity, meaningful connections, and co…",,2026-08-31T14:05:17Z,1,124127.91,36.492265,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Garfield County', 'Carrier']",Adzuna::API::Response::Location,"Carrier, Garfield County",Signify Health,Adzuna::API::Response::Company,
Registered Nurse,54285.68,https://www.adzuna.com/land/ad/5863106501?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=178F69E515B98F2AD8564396E11383A75924AE06,-96.765058,Adzuna::API::Response::Job,5863106501,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NTAxIn0.0IuC1h20Ao4xzPHFi8NpT5OipJSR4nFRPVc22VQOY7c,"Methodist Health System seeks a Registered Nurse for our Emergency Department in Healthcare & Medical Services. The RN delivers high-quality, compassionate care to diverse, high-acuity patients, performing rapid assessments, triage, and evidence-based interventions. Responsibilities include medication administration, care coordination, patient and family education, and accurate documentation. The RN collaborates closely with physicians and interdisciplinary teams, supports a culture of integrit…",,2026-08-31T14:05:17Z,1,54285.68,32.760168,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Dallas', 'Highland Park']",Adzuna::API::Response::Location,"Highland Park, Dallas",Methodist Health System,Adzuna::API::Response::Company,
Nursing Supervisor,73648.0,https://www.adzuna.com/land/ad/5863106513?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=FFC2CC51899E2663DFF95748FE2D5A450C56C855,-72.690666,Adzuna::API::Response::Job,5863106513,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjUxMyIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.g4r0JbpwyZF1nOCxkWsNvW9W49thArnxJ9NiRs3URqs,"Wethersfield Corporate Office seeks a Nursing Supervisor to lead nursing services supporting municipal health programs. The role oversees clinical staff, coordinates care for residents, and ensures compliance with public health regulations. Responsibilities include supervising and scheduling nurses, conducting assessments, maintaining accurate documentation, and driving quality improvement initiatives. Working in a professional, community-focused environment, this position collaborates with oth…",,2026-08-31T14:05:17Z,1,73648.0,41.460585,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Connecticut', 'Middlesex County', 'Durham']",Adzuna::API::Response::Location,"Durham, Middlesex County",Wethersfield Corporate Office,Adzuna::API::Response::Company,
PHYSICIAN,148492.67,https://www.adzuna.com/land/ad/5863106512?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=0DD19B8519A9C8A57BB5FD8DB309422E20140498,-84.594593,Adzuna::API::Response::Job,5863106512,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjUxMiIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.Egq3rGGqywgv4wg3iZsypM-hOoqX-9CJoqzd4sKVU1Q,"Signify Health seeks a Collaborating Physician to support advanced value-based care programs within our Healthcare & Medical Services department. Partner with nurse practitioners and other clinicians to review cases, ensure clinical quality, and promote evidence-based care in a virtual and community-based setting. You will leverage data-driven insights to optimize patient outcomes, maintain compliant documentation, and provide clinical guidance. Join a mission-driven culture focused on integrit…",,2026-08-31T14:05:17Z,1,148492.67,33.576291,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Fulton County', 'Fairburn']",Adzuna::API::Response::Location,"Fairburn, Fulton County",Signify Health,Adzuna::API::Response::Company,
"Immediate Need CPI DS Lead_ Remote but flexible to travel to Plano, TX (client location) on need basis",81042.55,https://www.adzuna.com/land/ad/5863106491?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=10659AEC597F48B58FE7C0D3853B018518FA0988,,Adzuna::API::Response::Job,5863106491,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjQ5MSIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.gXYjFcSujt5_wUXQj2kvOD2wfWARdyKbBoxjcDh9I34,"Greetings from SRINAV INC. Kindly find the below requirement and share your interest. Position : CPI DS Lead Location: Should be based in US and flexible to travel to Plano, TX (client location) on need basis Duration : Long term As a CPI DS Lead, this position will require to work on development of CPI DS interfaces and maintenance activities. Also need to coordinate with various teams, customers as needed for End to End testing activities. Required skillset: Provides technical solutions to CP…",,2026-08-31T14:05:10Z,1,81042.55,,it-jobs,IT Jobs,Adzuna::API::Response::Category,['US'],Adzuna::API::Response::Location,US,Srinav Inc.,Adzuna::API::Response::Company,
Product Owner - Remote / Telecommute,158120.89,https://www.adzuna.com/land/ad/5863106492?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=E93C2D941F5B83F4ABD4E1A01F3662ACA0082C38,-84.3879,Adzuna::API::Response::Job,5863106492,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NDkyIn0.lX0uVeiLtqdyloJA4e3ChsilEM5M8oR5BfIGHlctP5Y,"We are looking for Product Owner - Remote / Telecommute for our client in Atlanta, GA Job Title: Product Owner - Remote / Telecommute Job Location: Atlanta, GA Job Type: Contract Job Overview: Pay Range: $55.00hr - $60.00hr Requirement/Must Have: Strong Product Owner/Product Management experience in Agile/Scrum environments. Experience managing product backlogs, user stories, and release planning. Hands-on experience with member-facing applications within the healthcare sector. Strong understan…",,2026-08-31T14:05:10Z,1,158120.89,33.7487,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'DeKalb County', 'Northlake']",Adzuna::API::Response::Location,"Northlake, DeKalb County",Cynet Systems,Adzuna::API::Response::Company,
SAP Order to Cash (OTC) Architect,126663.66,https://www.adzuna.com/land/ad/5863106473?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=E7C33F2EB35676F2FEC17810CE419CFC6D0D71ED,-87.8849,Adzuna::API::Response::Job,5863106473,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjQ3MyIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.fvU1evcqfh6LckTRXADlfSHkim3QvAH7QMABCv2t52o,"SAP Order to Cash (OTC) Architect Location: Chicago, IL / New York, NY – Onsite Employment Type: W2 Contract Experience: 15 Years Rate: $75-80 /hr on W2 Visa: H1B, & USC Job Overview We are seeking a highly experienced SAP OTC Architect with 15 years of SAP experience and proven Architect-level experience in SAP SD/OTC. The ideal candidate will lead end-to-end OTC solution design, implementation, integration, and optimization across enterprise SAP environments. Key Responsibilities Lead end-to-…",,2026-08-31T14:05:09Z,1,126663.66,41.9613,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Cook County', 'Schiller Park']",Adzuna::API::Response::Location,"Schiller Park, Cook County",Vega Intellisoft Inc.,Adzuna::API::Response::Company,
Operations Director - Nonclinical Development (W2 ONLY),117862.7,https://www.adzuna.com/land/ad/5863106479?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=C1F73C729BE82134914B84098552C9AEF02F3E8F,,Adzuna::API::Response::Job,5863106479,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjQ3OSIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.wcAaE-abpcfEk8uvh8D-xEfIhh2AF7egqdi2ho2FlvI,"Operations Director, Nonclinical Development - W2 ONLY - Remote - 12 Months Contract Notes: 2 Positions 40hrs/week (1 position) 20hrs/week(part time) (1 position) 12 months role Remote Role. Qualifications: Director, Nonclinical Development Education / Certificates Master's, PhD, DVM or equivalent degree in pharmacology, biology, physiology, biochemistry, chemistry, toxicology or related sciences. Board certification in toxicology a plus (e.g., DABT, ERT). Experience / Training A minimum of 10 …",,2026-08-31T14:05:09Z,1,117862.7,,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,['US'],Adzuna::API::Response::Location,US,"DataEdge Consulting, Inc.",Adzuna::API::Response::Company,
Senior Sales Manager,202158.12,https://www.adzuna.com/land/ad/5863106480?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=D52BE241EB548A0E7F2277C01925984563C8B494,-79.941817,Adzuna::API::Response::Job,5863106480,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NDgwIn0.1-F7blATmUf70_imquz5P9TmovjygmeLzem9LAntu-Q,"Senior Sales Manager Location: Pittsburgh, PA Employment Type: Full-Time Our client is seeking a Senior Sales Manager to drive strategic revenue growth across the financial services sector. This role will lead enterprise technology sales efforts, build senior-level client relationships, and close complex opportunities with large financial institutions and wealth-management-focused organizations. Position Overview The Senior Sales Manager will develop and expand relationships with banks, wealth …",,2026-08-31T14:05:09Z,1,202158.12,40.444374,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,"['US', 'Pennsylvania', 'Allegheny County', 'Bloomfield']",Adzuna::API::Response::Location,"Bloomfield, Allegheny County",Vaco by Highspring,Adzuna::API::Response::Company,
Business Analyst,82399.92,https://www.adzuna.com/land/ad/5863106487?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=77540B981124CF02004C5B4581A109A1AEE99590,-77.220397,Adzuna::API::Response::Job,5863106487,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NDg3In0.IP3l-bpAWHE7IwUoq9wPAl8jQdLGl42HtdtzNwNXOAI,"We are seeking an experienced Business Analyst to work closely with business stakeholders and technology teams to deliver solutions that improve sales, marketing, customer service, and customer engagement processes. The ideal candidate will gather requirements, analyze business processes, and support implementations, enhancements, and integrations. Key Responsibilities Gather, analyze, and document business and functional requirements for CRM initiatives. Conduct stakeholder meetings, workshops…",,2026-08-31T14:05:09Z,1,82399.92,38.893471,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Vienna']",Adzuna::API::Response::Location,"Vienna, Fairfax County","eSolutionsFirst, LLC",Adzuna::API::Response::Company,
Java Developer,102761.78,https://www.adzuna.com/land/ad/5863106481?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=4E95ECDAB4DDE9F2B4D47A261837D9374555EC1A,-122.330833,Adzuna::API::Response::Job,5863106481,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjQ4MSIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.xABSDw8JTlquFzwOdCKyaBKR3bpgRIkMd1Kuh7qN3vY,"Java Software Engineer Introduction: Apton works with experienced U.S.-based tech professionals navigating strategic career moves in the market. We are currently connecting with Java Backend and Full Stack Engineers exploring opportunities across enterprise, product, consulting, fintech, healthcare, SaaS, and implementation environments. Demand remains strong across the U.S. market for engineers with modern backend, frontend, cloud, and distributed systems experience. This position is designed …",,2026-08-31T14:05:09Z,1,102761.78,47.606389,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'Washington', 'King County', 'Times Square']",Adzuna::API::Response::Location,"Times Square, King County",Apton Inc,Adzuna::API::Response::Company,
- Sr. Security Vulnerability Analyst (Artificial Intelligence) - Local to DMV,102977.02,https://www.adzuna.com/land/ad/5863106477?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=6243A211BA83D5A90D8AFA063458F17D21641119,-76.990882,Adzuna::API::Response::Job,5863106477,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NDc3In0.3SLtTkJkndnl1Y-ZAVklX3hPnZLll62V4bho2qbwncM,"– Local to DMV Position: Sr. Security Vulnerability Analyst – AI Location: DC (Onsite) Job Summary: Seeking a Senior Security Vulnerability Analyst with strong vulnerability management experience and hands-on expertise applying AI to vulnerability scanning, patch management, risk management, and threat modeling. Key Responsibilities: Implement and integrate AI-enabled vulnerability management solutions. Perform vulnerability scanning, analysis, prioritization, and remediation. Analyze AI/model …",,2026-08-31T14:05:09Z,1,102977.02,38.903862,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'Maryland', ""Prince George's County"", 'Mount Rainier']",Adzuna::API::Response::Location,"Mount Rainier, Prince George's County",Octans Group LLC,Adzuna::API::Response::Company,
DRUID SUPPORT ENGINEER / DRUID OPERATIONS ENGINEER,129113.35,https://www.adzuna.com/land/ad/5863106472?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=289726AA43B0AE7ABED581AE792B4DD768892D2F,-96.9485,Adzuna::API::Response::Job,5863106472,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NDcyIn0.9U2xFh1QXlZF9W0zCgb1JGpvxdB0sfHkn48RiSJBfC8,"Job Title: Druid Support Engineer Location: Irving, Texas Employment Type: Contract C2C Experience: 8 Years Visa: Any Visa except OPT Role Type: Platform Support Engineering JOB DESCRIPTION We are looking for an experienced Druid Support Engineer / Druid Operations Engineer with strong hands-on expertise in Apache Druid and platform operations. The candidate should have experience managing Druid clusters in on-premises and cloud environments, including installation, configuration, patching, mon…",,2026-08-31T14:05:09Z,1,129113.35,32.8137,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Dallas', 'Irving']",Adzuna::API::Response::Location,"Irving, Dallas","VST Consulting, Inc",Adzuna::API::Response::Company,
Actuarial Software Engineer II,142459.45,https://www.adzuna.com/land/ad/5863106478?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=96FF84B33C9D0CC2DADB4ECEFEC3D1C9A946FCFB,,Adzuna::API::Response::Job,5863106478,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEwNjQ3OCIsInMiOiJ2RTNkZ0hLbDhSR3hTZjFpR1hLb1FBIn0.ZbaMFJsSgg-PIGamtWpVRzx5GWGLu2q42HlCbWpMOW0,"Job Title: Actuarial Software Engineer II Location: Remote – USA Job Type: Contract Experience: 5 years Job Overview Our client is seeking an Actuarial Software Engineer II to design, develop, and maintain actuarial calculation software within modern, scalable .NET-based systems. This role blends actuarial logic with strong software engineering practices and insurance product knowledge to build accurate, performant, and maintainable calculation engines and APIs used across sales and illustratio…",,2026-08-31T14:05:09Z,1,142459.45,,it-jobs,IT Jobs,Adzuna::API::Response::Category,['US'],Adzuna::API::Response::Location,US,InfiCare,Adzuna::API::Response::Company,
Business Solutions Analyst,102921.25,https://www.adzuna.com/land/ad/5863106485?se=vE3dgHKl8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=0B346DB05246A50DDB2468E87057A2F0A069C9B7,,Adzuna::API::Response::Job,5863106485,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkUzZGdIS2w4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYzMTA2NDg1In0.qY7izwc5K49DkdD1RwqL6F6iZsDx7pR4Ib3pinzKnjI,"Job Role: Business Solutions Analyst Location: Los Angeles, CA (Remote) Duration: 12 Months Contract Additional Skills Required: Strong analytical skills to identify inefficiencies and opportunities for improvement. Strong testing skills Strong communication and interpersonal skills to effectively gather requirements from stakeholders across business and technical teams. Proficiency in writing clear, concise, and well-structured business and technical documents. Proficient in Scrum methodology …",,2026-08-31T14:05:09Z,1,102921.25,,it-jobs,IT Jobs,Adzuna::API::Response::Category,['US'],Adzuna::API::Response::Location,US,"Pyramid Technology Solutions, Inc.",Adzuna::API::Response::Company,
