salary_min,title,longitude,contract_time,salary_is_predicted,redirect_url,latitude,salary_max,created,adref,description,__CLASS__,id,category.tag,category.__CLASS__,category.label,location.area,location.__CLASS__,location.display_name,company.__CLASS__,company.display_name,contract_type
154286.36,Child & Adolescent Neurologist,-98.490529,,1,https://www.adzuna.com/land/ad/5813906614?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=D731F8001F3724A080824D09EF1BF237B437DBE0,45.464841,154286.36,2026-07-24T09:54:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NjE0In0.wOktiHrZThS6P42IQ0IflJShO6yxYcdzftDZxEbI_i8,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906614,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'South Dakota', 'Brown County', 'Aberdeen']",Adzuna::API::Response::Location,"Aberdeen, Brown County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
143707.47,Child & Adolescent Neurologist,-76.788703,,1,https://www.adzuna.com/land/ad/5813906610?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=D0305DDE247F01EECE23EEF316256E1A4F166509,36.650669,143707.47,2026-07-24T09:54:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NjEwIn0.yq2UReSmK4i7Zx2EGpC2_O3HltO38NtW8ntpf6FHRoo,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906610,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Virginia', 'Suffolk City', 'Holland']",Adzuna::API::Response::Location,"Holland, Suffolk City",Adzuna::API::Response::Company,Children's Hospital of Michigan,
151788.81,Child & Adolescent Neurologist,-73.19718,,1,https://www.adzuna.com/land/ad/5813906586?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=2F59F27FFB4F3FC7AAC379DBBD06EC88F77CE4B4,44.46126,151788.81,2026-07-24T09:54:57Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkwNjU4NiIsInMiOiJBcDNwdlhDSDhSRzNBdFNDeVR3RW1RIn0.pxM9gGhMKH4_Achl_ffcqVHrOOmcqjPNaBbvBZgK94A,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906586,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Vermont', 'Chittenden County', 'Queen Park']",Adzuna::API::Response::Location,"Queen Park, Chittenden County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
174461.1,Child & Adolescent Neurologist,-74.173124,,1,https://www.adzuna.com/land/ad/5813906588?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=5C43A9FCD6DA1EA799FD7EC1E162E38C753FB6F3,40.735686,174461.1,2026-07-24T09:54:57Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTg4In0.MSuYPwbzQ8S2FdVIDEfvwBo16F9lzll-lQCpufmpm_M,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906588,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'New Jersey', 'Essex County', 'Newark']",Adzuna::API::Response::Location,"Newark, Essex County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
155746.97,Child & Adolescent Neurologist,-95.264285,,1,https://www.adzuna.com/land/ad/5813906585?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=9A3808F75A0095533A82E939908CE33CB293FF19,38.958057,155746.97,2026-07-24T09:54:57Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTg1In0.5Zzh0tpHnm9GKZhNYjQNIiX7s-VMAWcSfoFRPaSF1to,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906585,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Kansas', 'Douglas County', 'Lawrence']",Adzuna::API::Response::Location,"Lawrence, Douglas County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
162147.8,Child & Adolescent Neurologist,-73.80007,,1,https://www.adzuna.com/land/ad/5813906587?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=9D35649A4354C9447B2C9996E92E9120FFB33AA8,42.64469,162147.8,2026-07-24T09:54:57Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTg3In0.qFmZXE1GmmmLDBQsswOLwHIm1ShE2GK2DN7YNvGfOnE,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906587,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'New York', 'Albany County', 'Elsmere']",Adzuna::API::Response::Location,"Elsmere, Albany County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
145980.69,Child & Adolescent Neurologist,-86.841982,,1,https://www.adzuna.com/land/ad/5813906589?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=43F9F8AE30CEF2DE0F1F87C980B280746408F407,35.92941,145980.69,2026-07-24T09:54:57Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTg5In0.a6Ow0kl3WiCWRZM2eJDJyDdj3jzwSyvJs96gssT3U7k,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906589,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Tennessee', 'Williamson County', 'Franklin']",Adzuna::API::Response::Location,"Franklin, Williamson County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
86525.18,Director of Nursing Services,-97.25768,,1,https://www.adzuna.com/land/ad/5813906596?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=D05F67EB7FE2FDACDA99565F1A7234FBEAEC8C93,31.157946,86525.18,2026-07-24T09:54:57Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTk2In0.Gd6OvI6gslhcJCupdCA5V2qrMw3XUSv7eUJjHUCQaTY,"Director of Nursing (DON)- Harker Heights Nursing and Rehab Center Lead with Purpose At Touchstone Communities , we believe nursing leadership is about more than managing clinical operations—it’s about inspiring teams, elevating quality of care, and creating meaningful experiences for residents, families, and team members every day. We are seeking an exceptional Director of Nursing (DON) to join our community to lead our clinical team with vision, compassion, and accountability. If you are a pr…",Adzuna::API::Response::Job,5813906596,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Texas', 'Bell County', 'Oenaville']",Adzuna::API::Response::Location,"Oenaville, Bell County",Adzuna::API::Response::Company,Touchstone Communities,
149573.7,Child & Adolescent Neurologist,-97.42608,,1,https://www.adzuna.com/land/ad/5813906550?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=1034F8C95BB3C40ED9896C0E4BF18D9FB294914A,42.04752,149573.7,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkwNjU1MCIsInMiOiJBcDNwdlhDSDhSRzNBdFNDeVR3RW1RIn0.1q_bCnN-G_-yilxqCm0s7qAxyXk-fLvQk9RrqAnSwhQ,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906550,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Nebraska', 'Madison County', 'Norfolk']",Adzuna::API::Response::Location,"Norfolk, Madison County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
7516.0,"Travel Nurse RN - Telemetry - $1,823 to $1,879 per week in Simi Valley, CA",-118.709541,full_time,0,https://www.adzuna.com/details/5813906547?utm_medium=api&utm_source=abfa41a4,34.275113,7516.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkwNjU0NyIsInMiOiJBcDNwdlhDSDhSRzNBdFNDeVR3RW1RIn0.miXswvQbaz4qXEX2IVkU__5Eyup_10lSsfmxJEeBz98,"Registered Nurse (RN) | Telemetry Location: Simi Valley, CA Agency: Jackson Nurse Professionals Pay: $1,823 to $1,879 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 15 Weeks Start Date: ASAP About the Position At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Whether you’re looking for your first or next travel nursing assignment, we specialize in connecting healthcare professionals with lead…",Adzuna::API::Response::Job,5813906547,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'California', 'Ventura County', 'Simi Valley']",Adzuna::API::Response::Location,"Simi Valley, Ventura County",Adzuna::API::Response::Company,Jackson Nurse Professionals,contract
6652.0,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $1,614 to $1,663 per week in Tampa, FL",-82.45632,full_time,0,https://www.adzuna.com/details/5813906562?utm_medium=api&utm_source=abfa41a4,27.955269,6652.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTYyIn0.dSbwM3gKCUhkUsf7VQKy_L6d7rDW5zxHF0b3JfZPwjY,"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: Tampa, FL Agency: Jackson Nurse Professionals Pay: $1,614 to $1,663 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position TravelNurseSource is working with Jackson Nurse Professionals to find a qualified ICU/Critical Care RN in Tampa, Florida, 33613! At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a …",Adzuna::API::Response::Job,5813906562,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Florida', 'Hillsborough County', 'Tampa']",Adzuna::API::Response::Location,"Tampa, Hillsborough County",Adzuna::API::Response::Company,TravelNurseSource,contract
25352.84,"Travel Nurse RN - Labor & Delivery in Charles City, IA",-92.672411,full_time,1,https://www.adzuna.com/details/5813906574?utm_medium=api&utm_source=abfa41a4,43.066361,25352.84,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkwNjU3NCIsInMiOiJBcDNwdlhDSDhSRzNBdFNDeVR3RW1RIn0.zbeSbsJQ8nVcAMa-apJwrhaH2-gQBIaCD4gEXd5Kikk,"Registered Nurse (RN) | Labor & Delivery Location: Charles City, IA Agency: Jackson Nurse Professionals Pay: Competitive weekly pay (inquire for details) Shift Information: Days Start Date: ASAP About the Position TravelNurseSource is working with Jackson Nurse Professionals to find a qualified Labor/Delivery RN in CHARLES CITY, Iowa, 50616! At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Whether you’re looking for…",Adzuna::API::Response::Job,5813906574,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Iowa', 'Floyd County', 'Charles City']",Adzuna::API::Response::Location,"Charles City, Floyd County",Adzuna::API::Response::Company,TravelNurseSource,
9648.0,"Travel Nurse RN - Pediatric Intensive Care Unit - $2,341 to $2,412 per week in Mesa, AZ",-111.844935,full_time,0,https://www.adzuna.com/details/5813906543?utm_medium=api&utm_source=abfa41a4,33.432953,9648.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTQzIn0.z59ZwQ4IKzR-jFHRvs6QEkbvJSS4zlKzMOCyNYIXrZk,"Registered Nurse (RN) | Pediatric Intensive Care Unit Location: Mesa, AZ Agency: Jackson Nurse Professionals Pay: $2,341 to $2,412 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position TravelNurseSource is working with Jackson Nurse Professionals to find a qualified PICU RN in Mesa, Arizona, 85202! At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Wh…",Adzuna::API::Response::Job,5813906543,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Arizona', 'Maricopa County', 'Mesa']",Adzuna::API::Response::Location,"Mesa, Maricopa County",Adzuna::API::Response::Company,TravelNurseSource,contract
12276.0,"Travel Nurse RN - Cardiac Catheterization Lab - $2,978 to $3,069 per week in Sioux Falls, SD",-96.690546,full_time,0,https://www.adzuna.com/details/5813906542?utm_medium=api&utm_source=abfa41a4,43.542656,12276.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTQyIn0.sTTgqR_ynNfgKhbmNX7kAHpO49Wj_w0e4zlq6ZrWPuk,"Registered Nurse (RN) | Cardiac Catheterization Lab Location: Sioux Falls, SD Agency: Jackson Nurse Professionals Pay: $2,978 to $3,069 per week Shift Information: Days - 4 days x 10 hours Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Whether you’re looking for your first or next travel nursing assignment, we specialize in connecting healthcare …",Adzuna::API::Response::Job,5813906542,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']",Adzuna::API::Response::Location,"Sioux Falls, Minnehaha County",Adzuna::API::Response::Company,Jackson Nurse Professionals,contract
160647.84,Child & Adolescent Neurologist,-92.31612,,1,https://www.adzuna.com/land/ad/5813906551?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=3711493CD41419B55C3B6BD50F285F621391D949,42.45936,160647.84,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTUxIn0.db69FgIGjAJ8lszoMq1foMCcsGZZDYHzscHjIYFtb8k,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906551,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Iowa', 'Black Hawk County', 'Blackhawk Village']",Adzuna::API::Response::Location,"Blackhawk Village, Black Hawk County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
9896.0,"Travel Nurse RN - Operating Room - $2,400 to $2,474 per week in Summit, NJ",-74.364612,full_time,0,https://www.adzuna.com/details/5813906556?utm_medium=api&utm_source=abfa41a4,40.714638,9896.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTU2In0.i_FsGDCzfgVbLK2Xx1cBHz64hYzsn75UW8f_9dRfNEM,"Registered Nurse (RN) | Operating Room Location: Summit, NJ Agency: Jackson Nurse Professionals Pay: $2,400 to $2,474 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 8 Weeks Start Date: 8/3/2026 About the Position At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Whether you’re looking for your first or next travel nursing assignment, we specialize in connecting healthcare professionals with l…",Adzuna::API::Response::Job,5813906556,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'New Jersey', 'Union County', 'Summit']",Adzuna::API::Response::Location,"Summit, Union County",Adzuna::API::Response::Company,Jackson Nurse Professionals,contract
7516.0,"Travel Nurse RN - Telemetry - $1,823 to $1,879 per week in Simi Valley, CA",-118.709541,full_time,0,https://www.adzuna.com/details/5813906540?utm_medium=api&utm_source=abfa41a4,34.275113,7516.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTQwIn0.H0FK4q1PSz-VDR81zot10vNP64jGEM4rsOfRo5K5w1s,"Registered Nurse (RN) | Telemetry Location: Simi Valley, CA Agency: Jackson Nurse Professionals Pay: $1,823 to $1,879 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 15 Weeks Start Date: ASAP About the Position TravelNurseSource is working with Jackson Nurse Professionals to find a qualified Telemetry RN in Simi Valley, California, 93065! At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Wheth…",Adzuna::API::Response::Job,5813906540,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'California', 'Ventura County', 'Simi Valley']",Adzuna::API::Response::Location,"Simi Valley, Ventura County",Adzuna::API::Response::Company,TravelNurseSource,contract
9860.0,"Travel Nurse RN - Outpatient Clinic - $2,392 to $2,465 per week in Denver, CO",-104.99,full_time,0,https://www.adzuna.com/details/5813906568?utm_medium=api&utm_source=abfa41a4,39.75,9860.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTY4In0.d-pEUntInyUv0JSq39CJ4-ksqVl40vkIAbvCyXmPoJ8,"Registered Nurse (RN) | Outpatient Clinic Location: Denver, CO Agency: Jackson Nurse Professionals Pay: $2,392 to $2,465 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Whether you’re looking for your first or next travel nursing assignment, we specialize in connecting healthcare professionals wi…",Adzuna::API::Response::Job,5813906568,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Colorado', 'Denver']",Adzuna::API::Response::Location,"Denver, Colorado",Adzuna::API::Response::Company,Jackson Nurse Professionals,contract
9980.0,"Travel Nurse RN - Cardiovascular Intensive Care Unit - $2,421 to $2,495 per week in Orange, CA",-117.810627,full_time,0,https://www.adzuna.com/details/5813906564?utm_medium=api&utm_source=abfa41a4,33.81778,9980.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTY0In0.u00Vr7kXBGEfwSlwykI2s6j0Ik-3MYThL38Jq0R20QI,"Registered Nurse (RN) | Cardiovascular Intensive Care Unit Location: Orange, CA Agency: Jackson Nurse Professionals Pay: $2,421 to $2,495 per week Shift Information: Nights - 4 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Whether you’re looking for your first or next travel nursing assignment, we specialize in connecting healthc…",Adzuna::API::Response::Job,5813906564,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'California', 'Orange County', 'Orange']",Adzuna::API::Response::Location,"Orange, Orange County",Adzuna::API::Response::Company,Jackson Nurse Professionals,contract
170309.39,Child & Adolescent Neurologist,-71.05,,1,https://www.adzuna.com/land/ad/5813906557?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=10E1299E752A88A1648E29A53215C8C544A1F1B0,42.34,170309.39,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkwNjU1NyIsInMiOiJBcDNwdlhDSDhSRzNBdFNDeVR3RW1RIn0.xxv9JYS2N8AeRT6udREX5fBzgeEB1w1MrWQfZsWpCHM,"Children’s Hospital of Michigan Pediatric Neurologists in Detroit, MI Practice Pediatric Neurology in a High-Acuity, Academic, Multidisciplinary Environment At Children’s Hospital of Michigan, pediatric neurologists practice within a system built for complex care, academic involvement, and real collaboration across specialties. This is an opportunity to work within a high-acuity pediatric program grounded in family-centered care, supported by advanced neurodiagnostics and the full infrastructur…",Adzuna::API::Response::Job,5813906557,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']",Adzuna::API::Response::Location,"South Boston, Suffolk County",Adzuna::API::Response::Company,Children's Hospital of Michigan,
6652.0,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $1,614 to $1,663 per week in Tampa, FL",-82.45632,full_time,0,https://www.adzuna.com/details/5813906563?utm_medium=api&utm_source=abfa41a4,27.955269,6652.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkwNjU2MyIsInMiOiJBcDNwdlhDSDhSRzNBdFNDeVR3RW1RIn0.uBArpFmuJmarJAi9PGa83UsYny7H_sBMHciTohoPYs0,"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: Tampa, FL Agency: Jackson Nurse Professionals Pay: $1,614 to $1,663 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Whether you’re looking for your first or next travel nursing assignment, we specialize in connecting h…",Adzuna::API::Response::Job,5813906563,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Florida', 'Hillsborough County', 'Tampa']",Adzuna::API::Response::Location,"Tampa, Hillsborough County",Adzuna::API::Response::Company,Jackson Nurse Professionals,contract
52331.99,Maintenance Electrican,-86.89503,,1,https://www.adzuna.com/land/ad/5813906577?se=Ap3pvXCH8RG3AtSCyTwEmQ&utm_medium=api&utm_source=abfa41a4&v=0E9F94FFE369C99794DFBF88E08A587B6324E093,41.707539,52331.99,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzkwNjU3NyIsInMiOiJBcDNwdlhDSDhSRzNBdFNDeVR3RW1RIn0.9pyMcHUsZNCU5mtOfFmp-E_r_kuLVdVVhj94zu9ECk4,"Job Description Job Description Job Title: Maintenance Electrician Job Description This role focuses on electrical maintenance in a manufacturing environment, with a strong emphasis on troubleshooting complex high-voltage systems and supporting reliable machine operation. You will diagnose and repair 3-phase 480V equipment, work with PLCs and control panels, and perform mechanical troubleshooting on hydraulic and pneumatic systems. The position also involves preventive maintenance and basic pro…",Adzuna::API::Response::Job,5813906577,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,"['US', 'Indiana', 'LaPorte County', 'Michigan City']",Adzuna::API::Response::Location,"Michigan City, LaPorte County",Adzuna::API::Response::Company,Aerotek,
8668.0,"Travel Nurse RN - Operating Room - $2,103 to $2,167 per week in Kalamazoo, MI",-85.571502,full_time,0,https://www.adzuna.com/details/5813906560?utm_medium=api&utm_source=abfa41a4,42.259363,8668.0,2026-07-24T09:54:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXAzcHZYQ0g4UkczQXRTQ3lUd0VtUSIsImkiOiI1ODEzOTA2NTYwIn0.5RiJPvJtsyGwuWTyyayRHN7H1KfrcpwYUGFo1dfl6uA,"Registered Nurse (RN) | Operating Room Location: Kalamazoo, MI Agency: Jackson Nurse Professionals Pay: $2,103 to $2,167 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position At Jackson Nurse Professionals , we are dedicated to supporting travel nurses and helping you build a fulfilling nursing career. Whether you’re looking for your first or next travel nursing assignment, we specialize in connecting healthcare professionals w…",Adzuna::API::Response::Job,5813906560,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Michigan', 'Kalamazoo County', 'Kalamazoo']",Adzuna::API::Response::Location,"Kalamazoo, Kalamazoo County",Adzuna::API::Response::Company,Jackson Nurse Professionals,contract
