longitude,__CLASS__,title,id,contract_time,salary_min,adref,latitude,redirect_url,created,description,salary_is_predicted,salary_max,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,location.display_name,location.area,location.__CLASS__,contract_type
-97.071687,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473359,full_time,92776.28,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMzU5In0.HPHojpp2ldl8-mgnpEi4Ln_rFyq7cRMyuUFZaLdul_0,47.928812,https://www.adzuna.com/details/5697473359?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:40Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,92776.28,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"East Grand Forks, Polk County","['US', 'Minnesota', 'Polk County', 'East Grand Forks']",Adzuna::API::Response::Location,
-98.947439,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473372,full_time,83088.49,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzM3MiIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.GYLdG2MAfiNDx-m0a29LWb_HR0h87AnbUOee7Nz1B5o,46.298865,https://www.adzuna.com/details/5697473372?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:40Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,83088.49,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Kulm, LaMoure County","['US', 'North Dakota', 'LaMoure County', 'Kulm']",Adzuna::API::Response::Location,
-98.644152,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473360,full_time,80941.91,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMzYwIn0.yrG0vrE4pOfO1YchIhR8WT0sZmRpX68lvuOt0DJ2_OM,48.539512,https://www.adzuna.com/details/5697473360?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:40Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,80941.91,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Alsen, Cavalier County","['US', 'North Dakota', 'Cavalier County', 'Alsen']",Adzuna::API::Response::Location,
-101.090353,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473303,full_time,86247.71,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzMwMyIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.i_5UYriltf6rg_EExBwMRqYDKgN1fbPNEYUmROqAd90,48.075116,https://www.adzuna.com/details/5697473303?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,86247.71,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Sawyer, Ward County","['US', 'North Dakota', 'Ward County', 'Sawyer']",Adzuna::API::Response::Location,
-97.65312,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473339,full_time,93336.62,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMzM5In0.zKwP_CQVJgw91eH24E3P9HyoxL38W6111QdTNdwPKUc,46.41534,https://www.adzuna.com/details/5697473339?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,93336.62,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Lisbon, Ransom County","['US', 'North Dakota', 'Ransom County', 'Lisbon']",Adzuna::API::Response::Location,
-100.425754,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473315,full_time,80854.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzMxNSIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.Tb8J2qUCH34lKYGBmMT2kgd5pIPEo0atD7Bau3L6Gww,48.854545,https://www.adzuna.com/details/5697473315?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,80854.41,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Bottineau, Bottineau County","['US', 'North Dakota', 'Bottineau County', 'Bottineau']",Adzuna::API::Response::Location,
-97.43484,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473351,full_time,82821.65,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMzUxIn0.v1OrwKA9Guj2_np55WLtwzqrcwXEeung-kdLPVSfOS4,46.25664,https://www.adzuna.com/details/5697473351?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,82821.65,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Milnor, Sargent County","['US', 'North Dakota', 'Sargent County', 'Milnor']",Adzuna::API::Response::Location,
-98.741687,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473314,full_time,87660.66,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzMxNCIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.gIS7RNThZOYVRHJT30CP657RcPqpMKV4l7wPTV9WRw0,47.873077,https://www.adzuna.com/details/5697473314?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,87660.66,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Tokio, Benson County","['US', 'North Dakota', 'Benson County', 'Tokio']",Adzuna::API::Response::Location,
-101.808262,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473302,full_time,86254.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMzAyIn0.ocjfzHndQ6ZnpuWDw6FH_5QFJocCzpMW9Tcciipgh4s,47.964879,https://www.adzuna.com/details/5697473302?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,86254.45,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Makoti, Ward County","['US', 'North Dakota', 'Ward County', 'Makoti']",Adzuna::API::Response::Location,
-99.51457,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473347,full_time,82742.86,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzM0NyIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.MlCNRdUKTJ-4W4ACy8kLGu5U80lSQ1LKedYuH5CDfl8,47.76306,https://www.adzuna.com/details/5697473347?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,82742.86,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Hamberg, Wells County","['US', 'North Dakota', 'Wells County', 'Hamberg']",Adzuna::API::Response::Location,
-102.97146,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473332,full_time,98893.11,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzMzMiIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0._MJTPRnPMm_AG-7iE8dJl-HKGG7Y1hR2LuBQJV8DcR0,48.38736,https://www.adzuna.com/details/5697473332?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,98893.11,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Tioga, Williams County","['US', 'North Dakota', 'Williams County', 'Tioga']",Adzuna::API::Response::Location,
-99.308214,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473344,full_time,86419.79,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzM0NCIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.FMRN-9zQInpsJvlQw4h0y_ah1VSECooeWU62jvWXMGw,47.159244,https://www.adzuna.com/details/5697473344?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,86419.79,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Woodworth, Stutsman County","['US', 'North Dakota', 'Stutsman County', 'Woodworth']",Adzuna::API::Response::Location,
-100.56724,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473305,full_time,83438.28,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzMwNSIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.FQ8jMTdR2WwCsd4s8exXAUIpm13ioYN4LPDFg-GhCtA,46.807867,https://www.adzuna.com/details/5697473305?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,83438.28,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Apple Valley, Burleigh County","['US', 'North Dakota', 'Burleigh County', 'Apple Valley']",Adzuna::API::Response::Location,
-99.993231,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473335,full_time,86852.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMzM1In0.9hjGwhJ8_flH39aGVjBLlzE9VRoaNXdP955YAxAvg4s,47.158074,https://www.adzuna.com/details/5697473335?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,86852.98,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Arena, Burleigh County","['US', 'North Dakota', 'Burleigh County', 'Arena']",Adzuna::API::Response::Location,
-101.967605,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473295,full_time,88147.21,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzI5NSIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.n8c9ibsVyTtD66g2mCtr1d9k0VSNntzEe-ExvsA_6Mo,48.062492,https://www.adzuna.com/details/5697473295?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:39Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,88147.21,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Plaza, Mountrail County","['US', 'North Dakota', 'Mountrail County', 'Plaza']",Adzuna::API::Response::Location,
-102.585797,Adzuna::API::Response::Job,Registered Nurse,5697473263,full_time,89037.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMjYzIn0._v6AiLnA6-rBJdqDZk4BHLGJEZZmgrrDLkwYM4QgxVE,48.283761,https://www.adzuna.com/details/5697473263?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,89037.71,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Ross, Mountrail County","['US', 'North Dakota', 'Mountrail County', 'Ross']",Adzuna::API::Response::Location,
-100.56724,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473242,full_time,79504.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMjQyIn0.WcUgMrXax6PucU_Pgi0xAAzD0CuGblS855m6NMEXYIM,46.807867,https://www.adzuna.com/details/5697473242?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,79504.0,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Apple Valley, Burleigh County","['US', 'North Dakota', 'Burleigh County', 'Apple Valley']",Adzuna::API::Response::Location,
-100.101587,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473280,full_time,91342.02,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMjgwIn0.F6dcRlva6fLrFw-zuGSG02kWGt7yjEBvd8CMtPhaAr4,47.805039,https://www.adzuna.com/details/5697473280?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,91342.02,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Clifton, Sheridan County","['US', 'North Dakota', 'Sheridan County', 'Clifton']",Adzuna::API::Response::Location,
-101.826974,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473275,full_time,87103.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzI3NSIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.rn0-uVU2TdsuEsf5x-gDlDJuqr9tPrJ4-iPLgEyjSgA,46.813752,https://www.adzuna.com/details/5697473275?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,87103.41,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Glen Ullin, Morton County","['US', 'North Dakota', 'Morton County', 'Glen Ullin']",Adzuna::API::Response::Location,
-97.070422,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473272,full_time,88147.47,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMjcyIn0.RxDxGBh6ydluvCK1kQo7WJy2d7isclkcoA5tNV1Uo8U,46.87512,https://www.adzuna.com/details/5697473272?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,88147.47,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Mapleton, Cass County","['US', 'North Dakota', 'Cass County', 'Mapleton']",Adzuna::API::Response::Location,
-102.259476,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Bismarck Med Surge - FT Nights,5697473240,full_time,88585.94,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzQ3MzI0MCIsInMiOiJURTVvT0hnMjhSR3hib1Jhb3E2VjB3In0.i0zdy0ZRDHlt7Vc5WnCaJUgiFSwf_2dUfxp860ARcL8,48.799568,https://www.adzuna.com/details/5697473240?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Bismarck Med Ctr Location: Bismarck, ND Address: 300 N 7th St, Bismarck, ND 58501, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2866 - 3586 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",1,88585.94,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Bowbells, Burke County","['US', 'North Dakota', 'Burke County', 'Bowbells']",Adzuna::API::Response::Location,
-96.802023,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473249,full_time,89099.89,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMjQ5In0.BPl_pNP9uO1opUnbz7mqo6bg6KecYHu37Dj4zkMGOHk,46.153847,https://www.adzuna.com/details/5697473249?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,89099.89,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Great Bend, Richland County","['US', 'North Dakota', 'Richland County', 'Great Bend']",Adzuna::API::Response::Location,
-99.526721,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473261,full_time,83438.28,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMjYxIn0.QJuPth-6yyVwk0mMwvFvW6hChs1rXcGvRwDwqeU53zk,47.960259,https://www.adzuna.com/details/5697473261?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,83438.28,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Maddock, Benson County","['US', 'North Dakota', 'Benson County', 'Maddock']",Adzuna::API::Response::Location,
-100.454368,Adzuna::API::Response::Job,RN Traveler - Solutions By Sanford - Fargo Med Surge Resource Team - FT Days,5697473273,full_time,87904.35,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEU1b09IZzI4Ukd4Ym9SYW9xNlYwdyIsImkiOiI1Njk3NDczMjczIn0.N4EJKexw-0vVXEUn0YPccPU5US4XarLVhqEjU33eUFY,47.492486,https://www.adzuna.com/details/5697473273?utm_medium=api&utm_source=abfa41a4,2026-04-12T09:25:38Z,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",1,87904.35,Adzuna::API::Response::Company,Solutions by Sanford,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Mcclusky, Sheridan County","['US', 'North Dakota', 'Sheridan County', 'Mcclusky']",Adzuna::API::Response::Location,
