description,id,salary_max,salary_is_predicted,salary_min,adref,latitude,redirect_url,longitude,title,created,__CLASS__,category.__CLASS__,category.tag,category.label,location.__CLASS__,location.display_name,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
"Now Hiring Flatbed Drivers | $1,400-$2,100 Weekly!. Many OTR flatbed truck drivers want to grow their careers by hauling bigger and heavier freight, but they tell us their current carrier doesn't provide a path to get there. You work too hard to get stuck in a rut of hauling freight that doesn't excite you. Let Anderson Trucking Service (ATS) help you reach your goals. Want to haul over-dimensional and heavy haul freight? Learn how to tie down the loads properly, how to work with pilot car and …",5849600484,109200.0,0,78000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQ4NCIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.8W2WEedXs8hqkYiyEBb_6dWYAEsY3x1LdOoQeAkFmfQ,38.2923,https://www.adzuna.com/land/ad/5849600484?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=A149A2420CFB58DD2F61AC8A89B88E2CB6C41986,-77.49108,Class A CDL Company Driver - 6mo EXP Required - OTR - $1.5k - $2.1k per week - Anderson Trucking Service,2026-08-20T09:36:17Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Enon, Fredericksburg City","['US', 'Virginia', 'Fredericksburg City', 'Enon']",Anderson Trucking Service,Adzuna::API::Response::Company,full_time,
"Now Hiring Flatbed Drivers | $1,400-$2,100 Weekly!. Many OTR flatbed truck drivers want to grow their careers by hauling bigger and heavier freight, but they tell us their current carrier doesn't provide a path to get there. You work too hard to get stuck in a rut of hauling freight that doesn't excite you. Let Anderson Trucking Service (ATS) help you reach your goals. Want to haul over-dimensional and heavy haul freight? Learn how to tie down the loads properly, how to work with pilot car and …",5849600478,109200.0,0,78000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQ3OCIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.RPr3Nm1rcxSMLcek91kj3MiSbyl_xNubZVU8uefwl6M,34.705111,https://www.adzuna.com/land/ad/5849600478?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=D1A0ED516A739D7F524F6A3FDFEFB16CBAE79ED4,-86.959203,Class A CDL Company Driver - 6mo EXP Required - OTR - $1.5k - $2.1k per week - Anderson Trucking Service,2026-08-20T09:36:17Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Tanner, Limestone County","['US', 'Alabama', 'Limestone County', 'Tanner']",Anderson Trucking Service,Adzuna::API::Response::Company,full_time,
"Now Hiring Flatbed Drivers | $1,400-$2,100 Weekly!. Many OTR flatbed truck drivers want to grow their careers by hauling bigger and heavier freight, but they tell us their current carrier doesn't provide a path to get there. You work too hard to get stuck in a rut of hauling freight that doesn't excite you. Let Anderson Trucking Service (ATS) help you reach your goals. Want to haul over-dimensional and heavy haul freight? Learn how to tie down the loads properly, how to work with pilot car and …",5849600464,109200.0,0,78000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQ2NCIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.Sh2H1-t6Ib45UPef3wOe-qZ-prqNpg2ab1tqaTFnlFY,35.1478,https://www.adzuna.com/land/ad/5849600464?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=2AA8D2639CFEFF547C13FB0A8F74B5678D98DDFD,-90.0521,CDL-A Company Driver - 6mo EXP Required - OTR - $1.5k - $2.1k per week - Anderson Trucking Service,2026-08-20T09:36:17Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Memphis, DeSoto County","['US', 'Mississippi', 'DeSoto County', 'Memphis']",Anderson Trucking Service,Adzuna::API::Response::Company,full_time,
"Now Hiring Flatbed Drivers | $1,400-$2,100 Weekly!. Many OTR flatbed truck drivers want to grow their careers by hauling bigger and heavier freight, but they tell us their current carrier doesn't provide a path to get there. You work too hard to get stuck in a rut of hauling freight that doesn't excite you. Let Anderson Trucking Service (ATS) help you reach your goals. Want to haul over-dimensional and heavy haul freight? Learn how to tie down the loads properly, how to work with pilot car and …",5849600469,109200.0,0,78000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQ2OSIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.AaSrML1Fu1IX6l42C-fYv6IpWJHuqKSNPHDb8F3mlms,43.04466,https://www.adzuna.com/land/ad/5849600469?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=F187FDED18E16797B5E3D171310CC105D39FD40B,-76.1512,Class A CDL Company Driver - 6mo EXP Required - OTR - $1.5k - $2.1k per week - Anderson Trucking Service,2026-08-20T09:36:17Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Syracuse, Onondaga County","['US', 'New York', 'Onondaga County', 'Syracuse']",Anderson Trucking Service,Adzuna::API::Response::Company,full_time,
"Now Hiring Flatbed Drivers | $1,400-$2,100 Weekly!. Many OTR flatbed truck drivers want to grow their careers by hauling bigger and heavier freight, but they tell us their current carrier doesn't provide a path to get there. You work too hard to get stuck in a rut of hauling freight that doesn't excite you. Let Anderson Trucking Service (ATS) help you reach your goals. Want to haul over-dimensional and heavy haul freight? Learn how to tie down the loads properly, how to work with pilot car and …",5849600488,109200.0,0,78000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUFRaW9wNmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NjAwNDg4In0.EKijViMURw_0vg-ckSv0AS_ZHhNKLG1BcJFufTg3Uto,40.348325,https://www.adzuna.com/land/ad/5849600488?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=724BBD9E51C12EABF1B87CBE7FDE37E81D7AE9D9,-75.940099,Truck Driver Company - 6mo EXP Required - OTR - $1.5k - $2.1k per week - Anderson Trucking Service,2026-08-20T09:36:17Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Greenfield Manor, Berks County","['US', 'Pennsylvania', 'Berks County', 'Greenfield Manor']",Anderson Trucking Service,Adzuna::API::Response::Company,full_time,
"Regional CDL A Drivers Home Weekly | Consistent Freight | Top Earnings.  NOW HIRING: Regional CDL-A Dedicated Truck Drivers  Smithton, PA  Home Weekly |  Earn $80K–$90K Annually |  Dedicated Freight Looking for a driving job with consistent miles, predictable home time, and excellent weekly pay? Join SalSon Logistics and drive dedicated regional routes with a dedicated customer—no hunting for freight and no surprises.  What You'll Earn ✔️ $80,000–$90,000 annually  Average $1,700–$1,800 gross pe…",5849600428,79760.46,1,79760.46,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQyOCIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.SGdrh6HhIoXup5NPGJFNLcv96oOcN6fXefRY3s8CJrU,40.07598,https://www.adzuna.com/land/ad/5849600428?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=32566FFF534FFADD5C4A585BA9D8546B0438517C,-80.6733,CDL-A Company Driver - 2yrs EXP Required - Regional - Dry Van - SalSon Logistics,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Bethlehem, Ohio County","['US', 'West Virginia', 'Ohio County', 'Bethlehem']",SalSon Logistics,Adzuna::API::Response::Company,full_time,
"Hiring Class A Solo Drivers! Great Benefits! Hazmat and Tanker Freight. TWIC Card Endorsement. N - Tanker Vehicles Endorsement. H - Hazardous Materials Endorsement. Based in Oak Brook, Illinois, the Heniff family of companies is North America’s premier leader in liquid bulk transportation services. We operate approximately 2,000 tractors and 5,000 trailers through our network of over 100 locations with expertise in chemical transport, food-grade transport, rail transloading, third-party logisti…",5849600432,110000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQzMiIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.SZfxd-WnPKmRSWeYgFzYCsv9wwJZ_2ezL4DlNhzJPl0,29.82849,https://www.adzuna.com/land/ad/5849600432?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=3C4CBAB9FEAB680DCC508684D67F3CF18C6988A5,-90.004887,Hazmat - CDL-A Company Driver - 1yr EXP Required - Regional - $110k per year - TWIC/N/H Endorsements Required - Heniff Transportation Systems LLC.,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Belle Chasse, Plaquemines Parish","['US', 'Louisiana', 'Plaquemines Parish', 'Belle Chasse']",Heniff Transportation Systems LLC.,Adzuna::API::Response::Company,full_time,
"Regional CDL A Drivers Home Weekly | Consistent Freight | Top Earnings.  NOW HIRING: Regional CDL-A Dedicated Truck Drivers  Smithton, PA  Home Weekly |  Earn $80K–$90K Annually |  Dedicated Freight Looking for a driving job with consistent miles, predictable home time, and excellent weekly pay? Join SalSon Logistics and drive dedicated regional routes with a dedicated customer—no hunting for freight and no surprises.  What You'll Earn ✔️ $80,000–$90,000 annually  Average $1,700–$1,800 gross pe…",5849600431,93122.97,1,93122.97,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQzMSIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.5S7vihZTaDjIrdZdNeGGzrUFD_Ffd_XdcEyXDP_V_VQ,39.649199,https://www.adzuna.com/land/ad/5849600431?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=A8E8183E33C0603FADF3F3A575CA301085AAEDA1,-79.953757,Regional Truck Driver Company - 2yrs EXP Required - Dry Van - SalSon Logistics,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Westover, Monongalia County","['US', 'West Virginia', 'Monongalia County', 'Westover']",SalSon Logistics,Adzuna::API::Response::Company,full_time,
"Regional CDL A Drivers Home Weekly | Consistent Freight | Top Earnings.  NOW HIRING: Regional CDL-A Dedicated Truck Drivers  Smithton, PA  Home Weekly |  Earn $80K–$90K Annually |  Dedicated Freight Looking for a driving job with consistent miles, predictable home time, and excellent weekly pay? Join SalSon Logistics and drive dedicated regional routes with a dedicated customer—no hunting for freight and no surprises.  What You'll Earn ✔️ $80,000–$90,000 annually  Average $1,700–$1,800 gross pe…",5849600445,93623.59,1,93623.59,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQ0NSIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.QxykGC-4lmaFrbb99t8GVEf8lmllvk9CNWb9WM6mN1o,39.649199,https://www.adzuna.com/land/ad/5849600445?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=75CD6703DA0CF4F898437E89BF4D2DDDED3A494F,-79.953757,Class A CDL Company Driver - 2yrs EXP Required - Regional - Dry Van - SalSon Logistics,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Westover, Monongalia County","['US', 'West Virginia', 'Monongalia County', 'Westover']",SalSon Logistics,Adzuna::API::Response::Company,full_time,
"Regional CDL A Drivers Home Weekly | Consistent Freight | Top Earnings.  NOW HIRING: Regional CDL-A Dedicated Truck Drivers  Smithton, PA  Home Weekly |  Earn $80K–$90K Annually |  Dedicated Freight Looking for a driving job with consistent miles, predictable home time, and excellent weekly pay? Join SalSon Logistics and drive dedicated regional routes with a dedicated customer—no hunting for freight and no surprises.  What You'll Earn ✔️ $80,000–$90,000 annually  Average $1,700–$1,800 gross pe…",5849600430,93382.12,1,93382.12,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQzMCIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.k0Mc522Zp_xF1PkgyzlZ-_CpB5hfXbEpdc2eUIxUDxA,39.649199,https://www.adzuna.com/land/ad/5849600430?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=056C09BDFCCB5763AEBE5DA521BEB7677D53C816,-79.953757,CDL-A Company Driver - 2yrs EXP Required - Regional - Dry Van - SalSon Logistics,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Westover, Monongalia County","['US', 'West Virginia', 'Monongalia County', 'Westover']",SalSon Logistics,Adzuna::API::Response::Company,full_time,
"Now Hiring Flatbed Drivers | $1,400-$2,100 Weekly!. Many OTR flatbed truck drivers want to grow their careers by hauling bigger and heavier freight, but they tell us their current carrier doesn't provide a path to get there. You work too hard to get stuck in a rut of hauling freight that doesn't excite you. Let Anderson Trucking Service (ATS) help you reach your goals. Want to haul over-dimensional and heavy haul freight? Learn how to tie down the loads properly, how to work with pilot car and …",5849600429,109200.0,0,78000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUFRaW9wNmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NjAwNDI5In0.xpYH3oBNT5y_P7fJUGeBOtqR9gkUDXbpPVd3Tbrbqkw,36.103638,https://www.adzuna.com/land/ad/5849600429?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=873C1A3DC38EF4D12F65078184E64BC6C722619F,-80.215929,Truck Driver Company - 6mo EXP Required - OTR - $1.5k - $2.1k per week - Anderson Trucking Service,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Winston Salem, Forsyth County","['US', 'North Carolina', 'Forsyth County', 'Winston Salem']",Anderson Trucking Service,Adzuna::API::Response::Company,full_time,
"Regional CDL A Drivers Home Weekly | Consistent Freight | Top Earnings.  NOW HIRING: Regional CDL-A Dedicated Truck Drivers  Smithton, PA  Home Weekly |  Earn $80K–$90K Annually |  Dedicated Freight Looking for a driving job with consistent miles, predictable home time, and excellent weekly pay? Join SalSon Logistics and drive dedicated regional routes with a dedicated customer—no hunting for freight and no surprises.  What You'll Earn ✔️ $80,000–$90,000 annually  Average $1,700–$1,800 gross pe…",5849600425,79539.2,1,79539.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUFRaW9wNmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NjAwNDI1In0.UcJ3GHyUXYZz5LoB8QTiKr-gxjFKuGmtmETeKubchKM,40.07598,https://www.adzuna.com/land/ad/5849600425?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=F939E0BCFE166E36505DC80AECECBF31A737EDF3,-80.6733,Regional Truck Driver Company - 2yrs EXP Required - Dry Van - SalSon Logistics,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Bethlehem, Ohio County","['US', 'West Virginia', 'Ohio County', 'Bethlehem']",SalSon Logistics,Adzuna::API::Response::Company,full_time,
"Regional CDL A Drivers Home Weekly | Consistent Freight | Top Earnings.  NOW HIRING: Regional CDL-A Dedicated Truck Drivers  Smithton, PA  Home Weekly |  Earn $80K–$90K Annually |  Dedicated Freight Looking for a driving job with consistent miles, predictable home time, and excellent weekly pay? Join SalSon Logistics and drive dedicated regional routes with a dedicated customer—no hunting for freight and no surprises.  What You'll Earn ✔️ $80,000–$90,000 annually  Average $1,700–$1,800 gross pe…",5849600424,79966.87,1,79966.87,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQyNCIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.g1OSkYxzYl3FBXhHEa-xe5XsjlQuJ93RuTpd88ipHA8,40.07598,https://www.adzuna.com/land/ad/5849600424?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=2F0C8E48A015EA39C25BCD3877DD93764071A261,-80.6733,Class A CDL Company Driver - 2yrs EXP Required - Regional - Dry Van - SalSon Logistics,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Bethlehem, Ohio County","['US', 'West Virginia', 'Ohio County', 'Bethlehem']",SalSon Logistics,Adzuna::API::Response::Company,full_time,
"Now Hiring Flatbed Drivers | $1,400-$2,100 Weekly!. Many OTR flatbed truck drivers want to grow their careers by hauling bigger and heavier freight, but they tell us their current carrier doesn't provide a path to get there. You work too hard to get stuck in a rut of hauling freight that doesn't excite you. Let Anderson Trucking Service (ATS) help you reach your goals. Want to haul over-dimensional and heavy haul freight? Learn how to tie down the loads properly, how to work with pilot car and …",5849600439,109200.0,0,78000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUFRaW9wNmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NjAwNDM5In0.nPFD_TLzlkpNE-xzmlJPpQJV6h_yXSiNj2iG60zuG2I,35.045291,https://www.adzuna.com/land/ad/5849600439?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=739DAF91E0B6733E1AC5BA31C2B5F41A4B6F3333,-85.308214,CDL-A Company Driver - 6mo EXP Required - OTR - $1.5k - $2.1k per week - Anderson Trucking Service,2026-08-20T09:36:16Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Chickamauga, Hamilton County","['US', 'Tennessee', 'Hamilton County', 'Chickamauga']",Anderson Trucking Service,Adzuna::API::Response::Company,full_time,
"Hiring Class A Solo Drivers! Great Benefits! Hazmat and Tanker Freight. TWIC Card Endorsement. N - Tanker Vehicles Endorsement. H - Hazardous Materials Endorsement. Based in Oak Brook, Illinois, the Heniff family of companies is North America’s premier leader in liquid bulk transportation services. We operate approximately 2,000 tractors and 5,000 trailers through our network of over 100 locations with expertise in chemical transport, food-grade transport, rail transloading, third-party logisti…",5849600403,110000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQwMyIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.evMgwwjP0AmoVrNyCK6rDYJtHtY9RZiIojl7qg7KxR4,32.77864,https://www.adzuna.com/land/ad/5849600403?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=A2DA63ACC0C88672CFADBCCB3E52F1F5E4EA17E2,-79.937723,Hazmat - CDL-A Company Driver - 1yr EXP Required - Regional - $110k per year - TWIC/N/H Endorsements Required - Heniff Transportation Systems LLC.,2026-08-20T09:36:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"James Island, Charleston County","['US', 'South Carolina', 'Charleston County', 'James Island']",Heniff Transportation Systems LLC.,Adzuna::API::Response::Company,full_time,
"Truck Driver CDL A No Weekends Solo. Position Description Ryder is hiring a Class A CDL Truck Driver in Riverview, MI — offering weekly pay, excellent benefits, and a driving career you can feel good about. See and Hear from a Ryder Employee who Drives for Us Here: https://RyderCareers.video/Regional-Jobs You might be wondering what your paycheck will look like. $1646 or more per week - And it gets better Driver Positions Pay Weekly Solo Miles Pay: $0.58 per Mile with 1200 Miles per Week Solo S…",5849600390,85800.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUFRaW9wNmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NjAwMzkwIn0.Vsb9uP2MMoT8xPtDZHbsD8TjYk_7BsgtHGW0NJgxgDo,41.665197,https://www.adzuna.com/land/ad/5849600390?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=7340CBD861493FFB7C5EB075F19053D262955A9F,-83.553563,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.65k per week - Ryder,2026-08-20T09:36:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Toledo, Lucas County","['US', 'Ohio', 'Lucas County', 'Toledo']",Ryder,Adzuna::API::Response::Company,full_time,contract
"Hiring Class A Solo Drivers! Great Benefits! Hazmat and Tanker Freight. TWIC Card Endorsement. N - Tanker Vehicles Endorsement. H - Hazardous Materials Endorsement. Based in Oak Brook, Illinois, the Heniff family of companies is North America’s premier leader in liquid bulk transportation services. We operate approximately 2,000 tractors and 5,000 trailers through our network of over 100 locations with expertise in chemical transport, food-grade transport, rail transloading, third-party logisti…",5849600416,110000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQxNiIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.V_ekaHy7zm4YyjD77B5qpdUU6oJQWeEZGglYbqQvAb8,33.466435,https://www.adzuna.com/land/ad/5849600416?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=0D2B81930B6D8C31353A10C43B0AACB8CDBF1876,-79.57105,Hazmat - CDL-A Company Driver - 1yr EXP Required - Regional - $110k per year - TWIC/N/H Endorsements Required - Heniff Transportation Systems LLC.,2026-08-20T09:36:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Andrews, Georgetown County","['US', 'South Carolina', 'Georgetown County', 'Andrews']",Heniff Transportation Systems LLC.,Adzuna::API::Response::Company,full_time,
"Hiring Class A Solo Drivers! Great Benefits! Hazmat and Tanker Freight. TWIC Card Endorsement. N - Tanker Vehicles Endorsement. H - Hazardous Materials Endorsement. Based in Oak Brook, Illinois, the Heniff family of companies is North America’s premier leader in liquid bulk transportation services. We operate approximately 2,000 tractors and 5,000 trailers through our network of over 100 locations with expertise in chemical transport, food-grade transport, rail transloading, third-party logisti…",5849600408,110000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQwOCIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.DldXYj836eUX8VyhWynxcasVxXJ6EwCPjggyXmQtVmQ,32.99288,https://www.adzuna.com/land/ad/5849600408?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=96048963B79407E830571A9E3B24DEE21A0AE02E,-80.122818,Hazmat - CDL-A Company Driver - 1yr EXP Required - Regional - $110k per year - TWIC/N/H Endorsements Required - Heniff Transportation Systems LLC.,2026-08-20T09:36:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Ladson, Berkeley County","['US', 'South Carolina', 'Berkeley County', 'Ladson']",Heniff Transportation Systems LLC.,Adzuna::API::Response::Company,full_time,
"Hiring Class A Solo Drivers! Great Benefits! Hazmat and Tanker Freight. TWIC Card Endorsement. N - Tanker Vehicles Endorsement. H - Hazardous Materials Endorsement. Based in Oak Brook, Illinois, the Heniff family of companies is North America’s premier leader in liquid bulk transportation services. We operate approximately 2,000 tractors and 5,000 trailers through our network of over 100 locations with expertise in chemical transport, food-grade transport, rail transloading, third-party logisti…",5849600407,110000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQwNyIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.DPn3VPaTog7htP22Fozg8gcYU-h4AS1lona-KHtHCZs,29.94557,https://www.adzuna.com/land/ad/5849600407?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=A68AF2A34FE49EE87FD2231C0B8E70982C3956D6,-89.962412,Hazmat - CDL-A Company Driver - 1yr EXP Required - Regional - $110k per year - TWIC/N/H Endorsements Required - Heniff Transportation Systems LLC.,2026-08-20T09:36:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Chalmette, Saint Bernard Parish","['US', 'Louisiana', 'Saint Bernard Parish', 'Chalmette']",Heniff Transportation Systems LLC.,Adzuna::API::Response::Company,full_time,
"Truck Driver CDL A No Weekends Solo. Position Description Ryder is hiring a Class A CDL Truck Driver in Riverview, MI — offering weekly pay, excellent benefits, and a driving career you can feel good about. See and Hear from a Ryder Employee who Drives for Us Here: https://RyderCareers.video/Regional-Jobs You might be wondering what your paycheck will look like. $1646 or more per week - And it gets better Driver Positions Pay Weekly Solo Miles Pay: $0.58 per Mile with 1200 Miles per Week Solo S…",5849600415,85800.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTYwMDQxNSIsInMiOiJhQVFpb3A2YzhSR3dCZTYzektNRXR3In0.pRF8BNbjZKB96a8HrEpDNSGH4OOr9DIK7RZXXWDq0pk,41.905713,https://www.adzuna.com/land/ad/5849600415?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=009FA004458B56701A5D5CB85C8EA5B8C74A6C27,-83.426164,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.65k per week - Ryder,2026-08-20T09:36:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Frenchtown, Monroe County","['US', 'Michigan', 'Monroe County', 'Frenchtown']",Ryder,Adzuna::API::Response::Company,full_time,contract
"Hiring Class A Solo Drivers! Great Benefits! Hazmat and Tanker Freight. TWIC Card Endorsement. N - Tanker Vehicles Endorsement. H - Hazardous Materials Endorsement. Based in Oak Brook, Illinois, the Heniff family of companies is North America’s premier leader in liquid bulk transportation services. We operate approximately 2,000 tractors and 5,000 trailers through our network of over 100 locations with expertise in chemical transport, food-grade transport, rail transloading, third-party logisti…",5849600401,110000.0,0,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUFRaW9wNmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NjAwNDAxIn0.cfvjbj9RecQkYTYHw3V8LmjFK4oR9W5eNMZ3dXYvLbo,40.134141,https://www.adzuna.com/land/ad/5849600401?se=aAQiop6c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=A22F54D16EC5024CF2D6CDCA95CCE1B89727526B,-87.398415,Hazmat - CDL-A Company Driver - 1yr EXP Required - Regional - $110k per year - TWIC/N/H Endorsements Required - Heniff Transportation Systems LLC.,2026-08-20T09:36:15Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Covington, Fountain County","['US', 'Indiana', 'Fountain County', 'Covington']",Heniff Transportation Systems LLC.,Adzuna::API::Response::Company,full_time,
