latitude,title,salary_min,id,redirect_url,created,adref,description,__CLASS__,salary_max,longitude,contract_time,salary_is_predicted,category.tag,category.__CLASS__,category.label,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,contract_type
39.900076,"Travel Nurse RN - Progressive Care Unit - $2,193 per week in Uniontown, PA",8772.0,5806169116,https://www.adzuna.com/details/5806169116?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUVSd05yU0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTE2In0.6bPnypMNxOz1fGs2Z-tjC4PWPoMnLHS6wVucS8H2z9A,"Registered Nurse (RN) | Progressive Care Unit Location: Uniontown, PA Agency: Atlas MedStaff Pay: $2,193 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified PCU RN in Uniontown, Pennsylvania, 15401! Atlas Medstaff is currently seeking candidates in the RN (PCU/IMC/Stepdown) profession for a 13 week contract in the Uniontown, Pennsylvania area. Atlas Medstaff is…",Adzuna::API::Response::Job,8772.0,-79.716433,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Fayette County', 'Uniontown']","Uniontown, Fayette County",Adzuna::API::Response::Company,TravelNurseSource,contract
33.457703,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $2,328 per week in Augusta, GA",9312.0,5806169113,https://www.adzuna.com/details/5806169113?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTExMyIsInMiOiJRRVJ3TnJTQzhSRzY0YnBtLTZCdzZ3In0.gqQRDTjwxHLfPut2Np7idpp6qB1gUSkNeyRrxxqlto4,"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: Augusta, GA Agency: Atlas MedStaff Pay: $2,328 per week Shift Information: Nights - 4 days x 12 hours Contract Duration: 12 Weeks Start Date: 8/3/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (ICU/CCU/Critical Care) profession for a 12 week contract in the Augusta, Georgia area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportun…",Adzuna::API::Response::Job,9312.0,-81.964391,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Georgia', 'Richmond County', 'Augusta']","Augusta, Richmond County",Adzuna::API::Response::Company,Atlas MedStaff,contract
47.608492,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,744 per week in Seattle, WA",6976.0,5806169114,https://www.adzuna.com/details/5806169114?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUVSd05yU0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTE0In0.6lcV04p-q_5f6j3KWQDXTTX6nmIn3j-5dOPYF1m6XZU,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Seattle, WA Agency: Atlas MedStaff Pay: $1,744 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (ER) profession for a 13 week contract in the Seattle, Washington area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to exc…",Adzuna::API::Response::Job,6976.0,-122.336407,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Seattle']","Seattle, King County",Adzuna::API::Response::Company,Atlas MedStaff,contract
43.586261,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,994 per week in Burns, OR",7976.0,5806169134,https://www.adzuna.com/details/5806169134?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTEzNCIsInMiOiJRRVJ3TnJTQzhSRzY0YnBtLTZCdzZ3In0.bOAW-E2-ukJXqzlzwTMiH0FufERBhyiI08CRcSeZP4M,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Burns, OR Agency: Atlas MedStaff Pay: $1,994 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified ER/Trauma RN in Burns, Oregon, 97720! Atlas Medstaff is currently seeking candidates in the RN (ER) profession for a 13 week contract in the Burns, Oregon area. Atlas Medstaff is a premier staffing …",Adzuna::API::Response::Job,7976.0,-119.054103,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Oregon', 'Harney County', 'Burns']","Burns, Harney County",Adzuna::API::Response::Company,TravelNurseSource,contract
33.457703,"Travel Nurse RN - Medical-Surgical - $1,600 per week in Augusta, GA",6400.0,5806169167,https://www.adzuna.com/details/5806169167?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUVSd05yU0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTY3In0.qHNEoebORH7aur6W0b-P1n5wGlru2qJfsPE9Et6VbEI,"Registered Nurse (RN) | Medical-Surgical Location: Augusta, GA Agency: Atlas MedStaff Pay: $1,600 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 14 Weeks Start Date: 8/3/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified Med/Surg RN in Augusta, Georgia, 30901! Atlas Medstaff is currently seeking candidates in the RN (Med/Surg) profession for a 14 week contract in the Augusta, Georgia area. Atlas Medstaff is a premier staffing …",Adzuna::API::Response::Job,6400.0,-81.964391,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Georgia', 'Richmond County', 'Augusta']","Augusta, Richmond County",Adzuna::API::Response::Company,TravelNurseSource,contract
34.619313,"Travel Nurse RN - Medical-Surgical - $1,931 per week in Prescott, AZ",7724.0,5806169180,https://www.adzuna.com/details/5806169180?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTE4MCIsInMiOiJRRVJ3TnJTQzhSRzY0YnBtLTZCdzZ3In0.zZ2FB_O_wLk_XaQoXxX4xtKIQQPWBElUpnpDaSlAkpg,"Registered Nurse (RN) | Medical-Surgical Location: Prescott, AZ Agency: Atlas MedStaff Pay: $1,931 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (Med/Surg) profession for a 13 week contract in the Prescott, Arizona area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excellence a…",Adzuna::API::Response::Job,7724.0,-112.419363,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Arizona', 'Yavapai County', 'Prescott']","Prescott, Yavapai County",Adzuna::API::Response::Company,Atlas MedStaff,contract
38.765115,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,802 per week in Clinton, MD",7208.0,5806169158,https://www.adzuna.com/details/5806169158?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUVSd05yU0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTU4In0.0SplyGzAGj6qAlFpIhC8vaDLsoTmBqCNsvn3cpf4eIA,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Clinton, MD Agency: Atlas MedStaff Pay: $1,802 per week Shift Information: 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (ER) profession for a 13 week contract in the Clinton, Maryland area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excellence and…",Adzuna::API::Response::Job,7208.0,-76.898306,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Clinton']","Clinton, Prince George's County",Adzuna::API::Response::Company,Atlas MedStaff,contract
36.405284,"Travel Nurse RN - Psych - $2,070 per week in Enid, OK",8280.0,5806169132,https://www.adzuna.com/details/5806169132?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUVSd05yU0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTMyIn0.lAVNLJatRtkFV6M0OGIYSyf_MzgI1zRYZulT3N30nqc,"Registered Nurse (RN) | Psych Location: Enid, OK Agency: Atlas MedStaff Pay: $2,070 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified Psych RN in Enid, Oklahoma, 73701! Atlas Medstaff is currently seeking candidates in the RN (Psych) profession for a 13 week contract in the Enid, Oklahoma area. Atlas Medstaff is a premier staffing firm dedicated to match…",Adzuna::API::Response::Job,8280.0,-97.818674,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Garfield County', 'Enid']","Enid, Garfield County",Adzuna::API::Response::Company,TravelNurseSource,contract
38.44097,"Travel Nurse RN - Operating Room - $2,862 per week in Santa Rosa, CA",11448.0,5806169155,https://www.adzuna.com/details/5806169155?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUVSd05yU0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTU1In0.WxJQBGmH2WVOWSSVSuGrs11GM0MGysi6NxjdXzhc4EI,"Registered Nurse (RN) | Operating Room Location: Santa Rosa, CA Agency: Atlas MedStaff Pay: $2,862 per week Shift Information: Evenings - 4 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (OR) profession for a 13 week contract in the Santa Rosa, California area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excellenc…",Adzuna::API::Response::Job,11448.0,-122.797165,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Santa Rosa']","Santa Rosa, Sonoma County",Adzuna::API::Response::Company,Atlas MedStaff,contract
41.609265,"Travel Nurse RN - Medical-Surgical - $1,401 per week in Harvey, IL",5604.0,5806169140,https://www.adzuna.com/details/5806169140?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoielBOTU43U0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTQwIn0.lhrI5yavZPe11XeynNcX7tKbZ0glDVohUFYf_XBUJ3c,"Registered Nurse (RN) | Medical-Surgical Location: Harvey, IL Agency: Atlas MedStaff Pay: $1,401 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (Med/Surg) profession for a 13 week contract in the Harvey, Illinois area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excellence an…",Adzuna::API::Response::Job,5604.0,-87.658042,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Harvey']","Harvey, Cook County",Adzuna::API::Response::Company,Atlas MedStaff,contract
33.457703,"Travel Nurse RN - Medical-Surgical - $1,600 per week in Augusta, GA",6400.0,5806169195,https://www.adzuna.com/details/5806169195?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTE5NSIsInMiOiJ6UE5NTjdTQzhSRzY0YnBtLTZCdzZ3In0.4ikUnV-GQpxbVlv0o9nXlMjmcgZaoSWlFDekgcd-pTc,"Registered Nurse (RN) | Medical-Surgical Location: Augusta, GA Agency: Atlas MedStaff Pay: $1,600 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 14 Weeks Start Date: 8/3/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (Med/Surg) profession for a 14 week contract in the Augusta, Georgia area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excellence an…",Adzuna::API::Response::Job,6400.0,-81.964391,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Georgia', 'Richmond County', 'Augusta']","Augusta, Richmond County",Adzuna::API::Response::Company,Atlas MedStaff,contract
33.457703,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $1,730 per week in Augusta, GA",6920.0,5806169160,https://www.adzuna.com/details/5806169160?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTE2MCIsInMiOiJ6UE5NTjdTQzhSRzY0YnBtLTZCdzZ3In0.LKLzzvXSk5GAI8EAObmXpbRRRyxdXGefnRnFQKuR1IM,"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: Augusta, GA Agency: Atlas MedStaff Pay: $1,730 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 16 Weeks Start Date: 8/3/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified ICU/Critical Care RN in Augusta, Georgia, 30901! Atlas Medstaff is currently seeking candidates in the RN (ICU/CCU/Critical Care) profession for a 16 week contract in the Augusta, Geor…",Adzuna::API::Response::Job,6920.0,-81.964391,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Georgia', 'Richmond County', 'Augusta']","Augusta, Richmond County",Adzuna::API::Response::Company,TravelNurseSource,contract
38.44097,"Travel Nurse RN - Operating Room - $2,862 per week in Santa Rosa, CA",11448.0,5806169128,https://www.adzuna.com/details/5806169128?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTEyOCIsInMiOiJ6UE5NTjdTQzhSRzY0YnBtLTZCdzZ3In0.or84H0cLCYxc-DxgmueEQkM-sb0Aq5-JMTTyYJ3eOA0,"Registered Nurse (RN) | Operating Room Location: Santa Rosa, CA Agency: Atlas MedStaff Pay: $2,862 per week Shift Information: Evenings - 4 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified OR RN in Santa Rosa, California, 95405! Atlas Medstaff is currently seeking candidates in the RN (OR) profession for a 13 week contract in the Santa Rosa, California area. Atlas Medstaff is a premier staff…",Adzuna::API::Response::Job,11448.0,-122.797165,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Santa Rosa']","Santa Rosa, Sonoma County",Adzuna::API::Response::Company,TravelNurseSource,contract
38.255693,"Travel Nurse RN - Postpartum - $1,933 per week in Louisville, KY",7732.0,5806169105,https://www.adzuna.com/details/5806169105?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoielBOTU43U0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTA1In0.t8TFkhlSet7UTUfhvFpfC_Jz_iq9ho2Z7BtEe8nGwFo,"Registered Nurse (RN) | Postpartum Location: Louisville, KY Agency: Atlas MedStaff Pay: $1,933 per week Shift Information: 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/9/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (Postpartum/MB/Couplet Care) profession for a 13 week contract in the Louisville, Kentucky area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to exc…",Adzuna::API::Response::Job,7732.0,-85.751283,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Jefferson County', 'Louisville']","Louisville, Jefferson County",Adzuna::API::Response::Company,Atlas MedStaff,contract
34.067672,"Travel Nurse RN - Labor & Delivery - $2,059 per week in Bolivia, NC",8236.0,5806169178,https://www.adzuna.com/details/5806169178?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTE3OCIsInMiOiJ6UE5NTjdTQzhSRzY0YnBtLTZCdzZ3In0.Wntpa2ncwvBgTyROPrPGzgJfgaRZXfpVJo6gZPb4y30,"Registered Nurse (RN) | Labor & Delivery Location: Bolivia, NC Agency: Atlas MedStaff Pay: $2,059 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 26 Weeks Start Date: 8/10/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (L&D) profession for a 26 week contract in the Bolivia, North Carolina area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excellence…",Adzuna::API::Response::Job,8236.0,-78.148328,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Brunswick County', 'Bolivia']","Bolivia, Brunswick County",Adzuna::API::Response::Company,Atlas MedStaff,contract
41.609265,"Travel Nurse RN - Medical-Surgical - $1,401 per week in Harvey, IL",5604.0,5806169133,https://www.adzuna.com/details/5806169133?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTEzMyIsInMiOiJ6UE5NTjdTQzhSRzY0YnBtLTZCdzZ3In0.ArNeD7GxIDgqcaWkZUmjKCd2PaWkBIfClUuYpmAI9tc,"Registered Nurse (RN) | Medical-Surgical Location: Harvey, IL Agency: Atlas MedStaff Pay: $1,401 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified Med/Surg RN in Harvey, Illinois, 60426! Atlas Medstaff is currently seeking candidates in the RN (Med/Surg) profession for a 13 week contract in the Harvey, Illinois area. Atlas Medstaff is a premier staffing …",Adzuna::API::Response::Job,5604.0,-87.658042,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Harvey']","Harvey, Cook County",Adzuna::API::Response::Company,TravelNurseSource,contract
38.255693,"Travel Nurse RN - Postpartum - $1,933 per week in Louisville, KY",7732.0,5806169144,https://www.adzuna.com/details/5806169144?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoielBOTU43U0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTQ0In0.lqM3QDWDnB8FCwjiVGhstF_aFUva2aEQbIGtNie_L_I,"Registered Nurse (RN) | Postpartum Location: Louisville, KY Agency: Atlas MedStaff Pay: $1,933 per week Shift Information: 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/9/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified Postpartum RN in Louisville, Kentucky, 40207! Atlas Medstaff is currently seeking candidates in the RN (Postpartum/MB/Couplet Care) profession for a 13 week contract in the Louisville, Kentucky area. Atlas Medstaff is a p…",Adzuna::API::Response::Job,7732.0,-85.751283,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Jefferson County', 'Louisville']","Louisville, Jefferson County",Adzuna::API::Response::Company,TravelNurseSource,contract
41.304334,"Travel Nurse RN - Telemetry - $2,128 per week in New Haven, CT",8512.0,5806169152,https://www.adzuna.com/details/5806169152?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTE1MiIsInMiOiJ6UE5NTjdTQzhSRzY0YnBtLTZCdzZ3In0.GL_aXaZLlCrGV_8-WG2WgFse0DrEfVBGCPDocLyXFks,"Registered Nurse (RN) | Telemetry Location: New Haven, CT Agency: Atlas MedStaff Pay: $2,128 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/14/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified Telemetry RN in New Haven, Connecticut, 06510! Atlas Medstaff is currently seeking candidates in the RN (Telemetry) profession for a 13 week contract in the New Haven, Connecticut area. Atlas Medstaff is a premier…",Adzuna::API::Response::Job,8512.0,-72.936879,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'New Haven']","New Haven, New Haven County",Adzuna::API::Response::Company,TravelNurseSource,contract
38.827109,"Travel Nurse RN - Case Manager - $2,068 per week in Overland Park, KS",8272.0,5806169137,https://www.adzuna.com/details/5806169137?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTEzNyIsInMiOiJ6UE5NTjdTQzhSRzY0YnBtLTZCdzZ3In0.dggDykqzOozPZXOPcQUl3CAYa8gocnxrjSA2OBy-BzU,"Registered Nurse (RN) | Case Manager Location: Overland Park, KS Agency: Atlas MedStaff Pay: $2,068 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 12 Weeks Start Date: 8/3/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (Case Manager) profession for a 12 week contract in the Overland Park, Kansas area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excel…",Adzuna::API::Response::Job,8272.0,-94.789873,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Overland Park']","Overland Park, Johnson County",Adzuna::API::Response::Company,Atlas MedStaff,contract
39.547031,"Travel Nurse RN - Progressive Care Unit - $2,044 per week in Middletown, OH",8176.0,5806169154,https://www.adzuna.com/details/5806169154?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoielBOTU43U0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTU0In0.bt7-qu1xbCKiKnSH8PYrIxGJfevH_JVXoUyORjhSl4U,"Registered Nurse (RN) | Progressive Care Unit Location: Middletown, OH Agency: Atlas MedStaff Pay: $2,044 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (PCU/IMC/Stepdown) profession for a 13 week contract in the Middletown, Ohio area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment…",Adzuna::API::Response::Job,8176.0,-84.438184,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Ohio', 'Butler County', 'Middletown']","Middletown, Butler County",Adzuna::API::Response::Company,Atlas MedStaff,contract
39.286479,"Travel Nurse RN - Medical-Surgical - $2,033 per week in Bridgeport, WV",8132.0,5806169193,https://www.adzuna.com/details/5806169193?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjE2OTE5MyIsInMiOiJ6UE5NTjdTQzhSRzY0YnBtLTZCdzZ3In0.ZcPn-hEq5XTgE7_3XOcPNfZY-9aZXBj2eahY-ut08gg,"Registered Nurse (RN) | Medical-Surgical Location: Bridgeport, WV Agency: Atlas MedStaff Pay: $2,033 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified Med/Surg RN in Bridgeport, West Virginia, 26330! Atlas Medstaff is currently seeking candidates in the RN (Med/Surg) profession for a 13 week contract in the Bridgeport, West Virginia area. Atlas Medstaff is a …",Adzuna::API::Response::Job,8132.0,-80.256198,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Harrison County', 'Bridgeport']","Bridgeport, Harrison County",Adzuna::API::Response::Company,TravelNurseSource,contract
38.827109,"Travel Nurse RN - Case Manager - $2,068 per week in Overland Park, KS",8272.0,5806169119,https://www.adzuna.com/details/5806169119?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoielBOTU43U0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTE5In0.SF-Zbti261p9gpDePGrtCt_nCFf7b2a9-cl0iU8qyXg,"Registered Nurse (RN) | Case Manager Location: Overland Park, KS Agency: Atlas MedStaff Pay: $2,068 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 12 Weeks Start Date: 8/3/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified Case Manager RN in Overland Park, Kansas, 66215! Atlas Medstaff is currently seeking candidates in the RN (Case Manager) profession for a 12 week contract in the Overland Park, Kansas area. Atlas Medstaff is a …",Adzuna::API::Response::Job,8272.0,-94.789873,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Overland Park']","Overland Park, Johnson County",Adzuna::API::Response::Company,TravelNurseSource,contract
38.912068,"Travel Nurse RN - Operating Room - $2,052 per week in Washington, DC",8208.0,5806169181,https://www.adzuna.com/details/5806169181?utm_medium=api&utm_source=abfa41a4,2026-07-18T09:48:50Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoielBOTU43U0M4Ukc2NGJwbS02Qnc2dyIsImkiOiI1ODA2MTY5MTgxIn0.RBkiXeMbFH_ohGHvzigNs4_PZOmPzMg4Vxle1k4Aio4,"Registered Nurse (RN) | Operating Room Location: Washington, DC Agency: Atlas MedStaff Pay: $2,052 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position Atlas Medstaff is currently seeking candidates in the RN (OR) profession for a 13 week contract in the Washington, District Of Columbia area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to exce…",Adzuna::API::Response::Job,8208.0,-77.019023,full_time,0,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']","Washington, Washington, D.C.",Adzuna::API::Response::Company,Atlas MedStaff,contract
