salary_is_predicted,created,redirect_url,id,description,title,salary_max,adref,__CLASS__,salary_min,category.tag,category.label,category.__CLASS__,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,longitude,latitude,contract_time,contract_type
1,2026-05-13T11:34:38Z,https://www.adzuna.com/land/ad/5728132413?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=E049F0C535BB1A41D70A569FC87529B7542360BA,5728132413,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,108512.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyNDEzIn0.mimfrYXbO6fvJ9zzZA9pnUDyuuWlEOfxetaQ893grHA,Adzuna::API::Response::Job,108512.2,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'West Falls Church']","West Falls Church, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.179786,38.886592,,
1,2026-05-13T11:34:38Z,https://www.adzuna.com/land/ad/5728132404?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=171E2B0DB8E7BDE78CE3FB2AAD54ACFE3E5C4700,5728132404,"We save lives while providing the opportunity for people to realize their healthy selves.: Adolescent Therapist Monte Nido Clementine Located in West Linn, Oregon Monte Nido Clementine programs are residential treatment programs exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. We are seeking Primary Therapists to join our multi-disciplinary treatment teams. Our teams consist of nutrition, clinical, medical, and ho…",Primary Therapist,118007.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjQwNCIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.KRNL7ZkjzljRM82_jchvuRq3xE4EjMw6lfUJbDBv0u0,Adzuna::API::Response::Job,118007.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Oregon', 'Washington County', 'Orenco']","Orenco, Washington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-122.946294,45.535817,,
1,2026-05-13T11:34:38Z,https://www.adzuna.com/land/ad/5728132411?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=184B4C765D0462E5265F432B640A3735ABAF3C49,5728132411,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Clementine Fairfax Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparing each adolescent to navigate the ch…",Primary Therapist,98135.87,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyNDExIn0.41C7jvte2JhARhST7scxp64MJhHugUapo3dwo_BaDT0,Adzuna::API::Response::Job,98135.87,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Loudoun County', 'Sterling']","Sterling, Loudoun County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.39452,39.01505,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132334?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=CAC56C796AEF2311B21D44838585C5852E153D95,5728132334,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,123825.34,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyMzM0In0.oKRMezswEDn1ilS9IHsti5GnuxWgALoicLOzM6CEK4A,Adzuna::API::Response::Job,123825.34,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Mosby']","Mosby, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.19402,38.86344,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132392?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=B5732D2644410ED7C22BD73821E05333FA37EB8B,5728132392,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,101322.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM5MiIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.wOVXqlUERgz7IgBeJH_mKJl8bEdOxm_iA0buiYFsaWg,Adzuna::API::Response::Job,101322.41,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Oakton']","Oakton, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.32296,38.89094,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132395?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=8BDE584E02F320617EFD93EF2D5B0DD90F917D02,5728132395,"We save lives while providing the opportunity for people to realize their healthy selves.: Adolescent Therapist Monte Nido Clementine Located in West Linn, Oregon Monte Nido Clementine programs are residential treatment programs exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. We are seeking Primary Therapists to join our multi-disciplinary treatment teams. Our teams consist of nutrition, clinical, medical, and ho…",Primary Therapist,117387.41,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyMzk1In0.aho1rbgaTvIzKBOe9jEPL8_OdoRdQrOoBaT7bwvPaCQ,Adzuna::API::Response::Job,117387.41,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Oregon', 'Clackamas County', 'Lake Grove']","Lake Grove, Clackamas County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-122.724056,45.410821,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132348?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=625ABB3A26A59A5AFD21A21DAC0FF7E10B6F5763,5728132348,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,99302.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyMzQ4In0.HOsClyfwZ5rOW-hKx0WW9K3cRRC7ZXObdHOQ6lqZYjI,Adzuna::API::Response::Job,99302.7,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Engleside']","Engleside, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.109239,38.718617,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132372?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=EBCBFA7DCDA9D4B21F38008B4176F5C5036F0352,5728132372,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,96319.28,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyMzcyIn0.sGCk_mxYHs2aOmFHDz2evdW1P78XVlMf6iGLsXaDyS0,Adzuna::API::Response::Job,96319.28,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Merrifield']","Merrifield, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.25953,38.86066,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132336?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=824388F33B7A9CB3BEB0399F9F23D5942811D586,5728132336,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,113434.72,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjMzNiIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.YOoDPEVLWlCZ-LHLzOyDI5jPaq1wuJSChIxgwz17mMY,Adzuna::API::Response::Job,113434.72,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Alexandria City', 'Potomac']","Potomac, Alexandria City",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.065534,38.835686,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132352?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=3AE95C93A165BF5968A75802EAFDD9F464DC1AE7,5728132352,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,102523.52,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM1MiIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.b3LMeBF_eEI7yv3rRAFlvBZ588k2gPNoaWQzDOPbD8g,Adzuna::API::Response::Job,102523.52,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Pimmit']","Pimmit, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.19246,38.8992,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132357?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=D00FFEF0E537356C954F7057EAFCF9F25F3F8422,5728132357,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,99105.34,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyMzU3In0.K4BVF_Ac_31c24bRy6Y9dY5i78Np_y7ml3kcmf7qk-E,Adzuna::API::Response::Job,99105.34,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Jefferson Manor']","Jefferson Manor, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.08014,38.79132,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132373?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=AA9B08062C456D1072E578569908FCE871AD858D,5728132373,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,150541.95,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM3MyIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.c72X3IqvzDmdBebAY4t3lhiAclv5nhEEXHMQud3W3uM,Adzuna::API::Response::Job,150541.95,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Loudoun County', 'Broadlands']","Broadlands, Loudoun County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.516096,38.999854,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132355?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=710C2E24FD47BEF3381EFC62980CAC740C40F4CA,5728132355,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,98101.05,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyMzU1In0.-zlPWDKj5GWBys8qhsEyaTxL9aZPwvbEZqi2M5kWazU,Adzuna::API::Response::Job,98101.05,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Fort Hunt']","Fort Hunt, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.06118,38.73156,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132332?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=898A1F17F55593D386D14A1955BD3F01A497ADFF,5728132332,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,104670.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjMzMiIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.ktkzSSuVPtu-6jZkzsOi1YqaVo3tmFeUeirDfQYd1-4,Adzuna::API::Response::Job,104670.62,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Oak Hill']","Oak Hill, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.39733,38.92596,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132396?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=FEE76B5C0A3DD7BCF86125BAF24D3F53580D3117,5728132396,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,108721.95,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM5NiIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.KKIvtcm0xqtiVsdQOZUfDfMxOM63vI-iH_xbZA_6KgI,Adzuna::API::Response::Job,108721.95,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Prince William County', 'Manassas']","Manassas, Prince William County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.47599,38.74793,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132371?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=103D0DB3FA816D2FCAB51A7C5D2E2B14E5891AF6,5728132371,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,94604.33,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM3MSIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.WITBNVGhYh1azd5E1qmtDQVcIXajkvsACxea0S4X1s4,Adzuna::API::Response::Job,94604.33,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Prince William County', 'Woodbridge']","Woodbridge, Prince William County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.262095,38.63565,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132344?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=7BF234E15BF2A348AD8F0DE1CFEFF2F6EF9CF19F,5728132344,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,121718.7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM0NCIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.JqMxRnLaI1ZzsQpTBrvjo4SfaBAz2vOrDbaTrXkoyLM,Adzuna::API::Response::Job,121718.7,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Prince William County', 'Occoquan']","Occoquan, Prince William County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.261276,38.681368,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132341?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=1ED1E04A0E6B1FB9A9B5F9EFF08C77BADF115172,5728132341,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,111043.55,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM0MSIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.V7y9FBWBImZXUB23kbjH6HXGHZWm9B8g9mzc5B7gOIE,Adzuna::API::Response::Job,111043.55,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Fort Belvoir']","Fort Belvoir, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.145371,38.70541,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132385?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=ECAD26F26BFC41EA5461D0D6C6AB4D9CDDD7D74E,5728132385,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,119770.73,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZsVkRPTk84UkdLc0lPYnhnUmplZyIsImkiOiI1NzI4MTMyMzg1In0.TB13cue-KDdZriRZXMsewfAEoi_-jpflB-lyZk0RWsE,Adzuna::API::Response::Job,119770.73,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Prince William County', 'Gainesville']","Gainesville, Prince William County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.616426,38.800054,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132338?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=CE22B3431317A804B5230F473109E8E8D6EB8754,5728132338,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,107338.24,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjMzOCIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.P0pv9tHceqin_eaIDIP8ITMTmYlKVmaiDXMyZHqe95Y,Adzuna::API::Response::Job,107338.24,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Burke']","Burke, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.28576,38.78598,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132374?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=776734BF1CC41A0F34775A89260F1319EB608762,5728132374,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,96790.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM3NCIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.XxVa_fHYSTjY7T7GF0MmHU-x3MHEuKhr7ElJ16VVsnY,Adzuna::API::Response::Job,96790.38,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Arlington County', 'Fort Myer']","Fort Myer, Arlington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.09481,38.85481,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132367?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=B477077217A4E56C61E9ABB5D47529CBA44D3A8D,5728132367,"We save lives while providing the opportunity for people to realize their healthy selves.: Registered Dietitian Clementine Fairfax Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparing each adolescent to navigate the…",Dietitian,42850.81,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM2NyIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.Zio_rNUQBjN22-IZRT1L0s_-FfegGmmAhDOSZFFQRYY,Adzuna::API::Response::Job,42850.81,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Arlington County', 'South']","South, Arlington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.128891,38.902765,,
1,2026-05-13T11:34:37Z,https://www.adzuna.com/land/ad/5728132377?se=tvlVDONO8RGKsIObxgRjeg&utm_medium=api&utm_source=abfa41a4&v=1289F934418B3E082550B9F26512697A5184A2AF,5728132377,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Monte Nido Tysons Corner & Clementine Fairfax McLean & Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Primary Therapist,97535.55,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyODEzMjM3NyIsInMiOiJ0dmxWRE9OTzhSR0tzSU9ieGdSamVnIn0.iClnpqDjkdB_ReU3CDifZpWCUP_h4qHJudofR5RPyBY,Adzuna::API::Response::Job,97535.55,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Virginia', 'Fairfax County', 'Centreville']","Centreville, Fairfax County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",-77.4592,38.78583,,
