salary_max,redirect_url,description,latitude,salary_is_predicted,id,title,contract_time,adref,salary_min,longitude,created,__CLASS__,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_type
185737.48,https://www.adzuna.com/details/5691332914?utm_medium=api&utm_source=abfa41a4,"Client Details Agency Name: Information Technology Services (ITS). Project/Program Name: AGM.Net Projects and Support. Location: 10B Airline Drive, Albany, NY, 12235. Engagement Length: 30.0 Months. Work Schedule: Full-Time (40 hours per week). Daily Work Hours: Negotiable between 7:30 am – 5:30 pm. Telecommuting: Allowed at 50% every pay period. Required Qualifications Mandatory Qualifications Position Title/Skill Level: IT Specialist (Expert Level). Experience: 84 Months. Role Definition: Wor…",42.64469,1,5691332914,.NET DEVELOPER - PASSPORT COPY MANDATORY,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0h2Z3ljSXg4Ukd5emNtOUwyVWF2dyIsImkiOiI1NjkxMzMyOTE0In0.CGnJy7nQVWVC1jbydPlnT9de9O7mYbTl1AXqGNV5IE4,185737.48,-73.80007,2026-04-06T10:08:13Z,Adzuna::API::Response::Job,IT Jobs,it-jobs,Adzuna::API::Response::Category,Bits & Bytes Technology Solutions,Adzuna::API::Response::Company,"Elsmere, Albany County",Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Elsmere']",
82637.59,https://www.adzuna.com/details/5691332915?utm_medium=api&utm_source=abfa41a4,"Job Summary We are seeking an experienced Scrum Master to support the Bill Compare workstream within an XD CIS to SAP ISU migration program. This role is responsible for facilitating agile delivery while ensuring accurate and high-quality bill comparison across legacy and SAP ISU billing systems. The ideal candidate will drive team efficiency, support testing coordination, and ensure alignment across stakeholders in a complex migration environment. Key Responsibilities Facilitate agile ceremoni…",25.76927,1,5691332915,Scrum Master,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMjkxNSIsInMiOiJfSHZneWNJeDhSR3l6Y205TDJVYXZ3In0.k3tIRZ7mgOHGcQprjP45sbXoJVuMqJPFSrdi7vddruI,82637.59,-80.338979,2026-04-06T10:08:13Z,Adzuna::API::Response::Job,IT Jobs,it-jobs,Adzuna::API::Response::Category,Compunnel Inc.,Adzuna::API::Response::Company,"Fountainebleau, Miami-Dade County",Adzuna::API::Response::Location,"['US', 'Florida', 'Miami-Dade County', 'Fountainebleau']",
124480.1,https://www.adzuna.com/details/5691332917?utm_medium=api&utm_source=abfa41a4,"Location: Akron,Pennsylvania Expected Start Date: Mar 31, 2026 Salary: $90,000 - $105,000 Swoon is actively seeking an Infrastructure Security Engineer to join the team! What will your day-to-day look like? Network Infrastructure Leadership - Designs, develops, and optimizes Rosenberger North America's network infrastructure, serving as a tier 3 escalation point and technical mentor for the Infrastructure Team. Strategic Planning & Architecture - Leads infrastructure planning, scalability initi…",40.156059,1,5691332917,Infrastructure Engineer,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0h2Z3ljSXg4Ukd5emNtOUwyVWF2dyIsImkiOiI1NjkxMzMyOTE3In0.8qzQoPJXMj85vwmJjJq3u9NY_mRCkUAUAO-nqeYnHLg,124480.1,-76.204302,2026-04-06T10:08:13Z,Adzuna::API::Response::Job,IT Jobs,it-jobs,Adzuna::API::Response::Category,Swoon Group,Adzuna::API::Response::Company,"Akron, Lancaster County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Lancaster County', 'Akron']",
63516.34,https://www.adzuna.com/details/5691332918?utm_medium=api&utm_source=abfa41a4,"Job Summary We are seeking a UI5 Developer to design and build custom applications within an SAP S/4HANA environment. This role focuses on developing scalable, high-quality UI5 applications using modern web technologies, with an emphasis on JavaScript-based development rather than standard Fiori implementations. The ideal candidate will be able to work independently and translate functional designs into effective technical solutions. Key Responsibilities Develop custom SAP UI5 applications usin…",29.43937,1,5691332918,UI5 Developer,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMjkxOCIsInMiOiJfSHZneWNJeDhSR3l6Y205TDJVYXZ3In0.POC_rQqSh_SUK7WpG9ZGgC1nnFIXWnGqzE5FcB5nspE,63516.34,-98.45883,2026-04-06T10:08:13Z,Adzuna::API::Response::Job,IT Jobs,it-jobs,Adzuna::API::Response::Category,Compunnel Inc.,Adzuna::API::Response::Company,"Fort Sam Houston, Bexar County",Adzuna::API::Response::Location,"['US', 'Texas', 'Bexar County', 'Fort Sam Houston']",
81902.9,https://www.adzuna.com/land/ad/5691332916?se=_HvgycIx8RGyzcm9L2Uavw&utm_medium=api&utm_source=abfa41a4&v=2F6CC57417ED1A30B002A47CCA61A65799ED6AB3,"Fusion Innovation's recent growth has earned us a top spot in the Inc 5000 Fastest Growing Private Companies in America and in Washington Business Journal's Best Places to Work multiple years in a row. Our team members are passionate about their work and are empowered to contribute their unique skills and perspectives to our projects. Here at Fusion, we put people first. When you join us, you don't just join a company, you join a family. If you are ready to be part of a fun and engaging team wh…",38.931639,1,5691332916,Project Manager - TS/SCI FSP REQUIRED with Security Clearance,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMjkxNiIsInMiOiJfSHZneWNJeDhSR3l6Y205TDJVYXZ3In0.MKe5P8JEixEQeBIAl6jU_vJP4NnA3UhheQF4xFGvXyk,81902.9,-77.177376,2026-04-06T10:08:13Z,Adzuna::API::Response::Job,IT Jobs,it-jobs,Adzuna::API::Response::Category,Fusion Innovation,Adzuna::API::Response::Company,"Pimmit, Fairfax County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Pimmit']",
83807.91,https://www.adzuna.com/land/ad/5691332913?se=_HvgycIx8RGyzcm9L2Uavw&utm_medium=api&utm_source=abfa41a4&v=48DFB60A37308462BFA149A2859E0854E92A2496,"Fusion Innovation's recent growth has earned us a top spot in the Inc 5000 Fastest Growing Private Companies in America and in Washington Business Journal's Best Places to Work multiple years in a row. Our team members are passionate about their work and are empowered to contribute their unique skills and perspectives to our projects. Here at Fusion, we put people first. When you join us, you don't just join a company, you join a family. If you are ready to be part of a fun and engaging team wh…",38.883702,1,5691332913,IT Project Manager with Security Clearance,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0h2Z3ljSXg4Ukd5emNtOUwyVWF2dyIsImkiOiI1NjkxMzMyOTEzIn0.SPeP11DAeMVWKuGsvc800JfzOq5RrPWUjWYsOrGiZpk,83807.91,-77.428438,2026-04-06T10:08:12Z,Adzuna::API::Response::Job,IT Jobs,it-jobs,Adzuna::API::Response::Category,Fusion Innovation,Adzuna::API::Response::Company,"Chantilly, Fairfax County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Chantilly']",
90000.0,https://www.adzuna.com/land/ad/5691332908?se=_HvgycIx8RGyzcm9L2Uavw&utm_medium=api&utm_source=abfa41a4&v=1C878DFE14120D901C1F1562DD75587DC3A8AB7C,"Elara Caring is seeking a Registered Nurse (RN) Case Manager, Hospice for a nursing job in Prairie Village, Kansas. Job Description & Requirements Specialty: Hospice Discipline: RN Duration: Ongoing Employment Type: Staff At Elara Caring, we have a unique opportunity to play a huge role in the growth of an entire home care industry. Here, each employee has the chance to make a real difference by carrying out our mission every day. Join our elite team of healthcare professionals, providing the R…",38.991673,0,5691332908,"Registered Nurse (RN) - Case Manager, Hospice - $70K-90K per year",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMjkwOCIsInMiOiJfSHZneWNJeDhSR3l6Y205TDJVYXZ3In0.Znku7r6Jvu0ocBqTJT8LzgAgeqnlI0SII8fhj_aA0Ps,70000.0,-94.633568,2026-04-06T10:08:03Z,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Elara Caring,Adzuna::API::Response::Company,"Prairie Village, Johnson County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Prairie Village']",
111852.0,https://www.adzuna.com/land/ad/5691332906?se=_HvgycIx8RGyzcm9L2Uavw&utm_medium=api&utm_source=abfa41a4&v=7D37328A2449B5F2CD0EECFAAA79F9936DCD2C93,"Nightingale Nurses is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Sioux City, Iowa. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 04/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel About Nightingale Nurses the first name in travel nursing You may not realize it, but as an RN with real world hospital experience, you are legendary. To the lives you’ve helped save, the …",42.401,0,5691332906,"Travel Nurse RN - ICU - Intensive Care Unit - $2,151 per week",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0h2Z3ljSXg4Ukd5emNtOUwyVWF2dyIsImkiOiI1NjkxMzMyOTA2In0.KcxRGbq7k8ipeYQjWS-Pp8w0bIJR6E_JbIFWQYRWNpw,0.0,-96.373,2026-04-06T10:08:02Z,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Nightingale Nurses,Adzuna::API::Response::Company,"Sergeant Bluff, Woodbury County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Woodbury County', 'Sergeant Bluff']",
95548.03,https://www.adzuna.com/details/5691331198?utm_medium=api&utm_source=abfa41a4,"Our client, a contract manufacturer within the chemical industry, with customers in personal care, nutrition, health, and homecare; is seeking a Maintenance Supervisor to join their team within their bottling/packaging plant. As a Maintenance Supervisor, you will be part of the Maintenance Department supporting the bottling plant operations. Job Title: Maintenance Supervisor Location: Cincinnati, Ohio 45204 $100,000-$130,000 5% Bonus What's the Job? Lead and develop a team of maintenance profes…",39.102611,1,5691331198,Maintenance Supervisor,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0h2Z3ljSXg4Ukd5emNtOUwyVWF2dyIsImkiOiI1NjkxMzMxMTk4In0.AtgtZpafLjULj6PCG5QSEn8Y-vsNe33XYAmEohs52Hw,95548.03,-84.564617,2026-04-06T10:07:30Z,Adzuna::API::Response::Job,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Experis,Adzuna::API::Response::Company,"Price Hill, Hamilton County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Price Hill']",
62878.87,https://www.adzuna.com/details/5691331186?utm_medium=api&utm_source=abfa41a4,"We are looking for a Product Growth Associate to lead the go-to-market execution for a newly repositioned SMB-focused AI product. The product is already live in the ChatGPT App Store and is undergoing a rebrand to better serve small and medium-sized businesses. This role will be instrumental in shaping product narratives, driving launch execution (including Product Hunt ), and building a strong market presence within the US SMB ecosystem. Employment Type: Full-time (Initial 3-month contract: Ap…",37.564143,1,5691331186,Product Growth Associate,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMTg2In0.7dmblQ0nmEd1PRcDuOsNhk25vAqYJi8I5WtjqslOsUQ,62878.87,-122.004179,2026-04-06T10:06:28Z,Adzuna::API::Response::Job,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,Adzuna::API::Response::Category,Digital,Adzuna::API::Response::Company,"Fremont, Alameda County",Adzuna::API::Response::Location,"['US', 'California', 'Alameda County', 'Fremont']",contract
73988.16,https://www.adzuna.com/details/5691331182?utm_medium=api&utm_source=abfa41a4,"With the recent ruling by the Michigan Court of Appeals, the law has affirmed the rights and protections for home-care service providers — giving us enhanced stability and security for clients injured after 2019. Rejoin the Cause and let's help people live with dignity, independence, and purpose — in the comfort of their own homes. What’s your purpose? Wonder how AdvisaCare fits with your career goals? Apply today and let’s explore how we can support you in achieving your goals! Nursing as it w…",42.629203,1,5691331182,1st Shift Licensed Practical Nurse or Registered Nurse-Part Time Visits,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMTE4MiIsInMiOiItc0tweXNJeDhSR2MwdklTd1NTNG1RIn0.08xHbXDl_Opnsv_A_7N2MTOKGrynNgBUx48fH7aYpmk,73988.16,-84.738874,2026-04-06T10:06:23Z,Adzuna::API::Response::Job,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,AdvisaCare,Adzuna::API::Response::Company,"Potterville, Eaton County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Eaton County', 'Potterville']",
41702.17,https://www.adzuna.com/details/5691331184?utm_medium=api&utm_source=abfa41a4,"Become an After School Educator with HOKALI ! Are you ready to turn your passion for dance into purpose? At HOKALI , a Y Combinator–backed leader in after-school programs, we're looking for enthusiastic and dedicated Dance Educators to join our community in San Mateo, CA. We partner with over 200 schools across the U.S., creating enriching after-school experiences that help students grow, explore new interests, and build confidence. What you’ll do: Lead engaging and educational Dance after-scho…",37.65319,1,5691331184,"After School Educator - Hip-Hop - San Mateo, CA",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMTE4NCIsInMiOiItc0tweXNJeDhSR2MwdklTd1NTNG1RIn0.BWZpWTm6WRkp4vc3Od6Nf_SzPgWKjsu6Z95WpGInF1s,41702.17,-122.418411,2026-04-06T10:06:23Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,HOKALI,Adzuna::API::Response::Company,"South San Francisco, San Mateo County",Adzuna::API::Response::Location,"['US', 'California', 'San Mateo County', 'South San Francisco']",contract
39471.79,https://www.adzuna.com/details/5691331183?utm_medium=api&utm_source=abfa41a4,"Become an After School Educator with HOKALI ! Are you ready to turn your passion for dance into purpose? At HOKALI , a Y Combinator–backed leader in after-school programs, we're looking for enthusiastic and dedicated Dance Educators to join our community in San Mateo, CA. We partner with over 200 schools across the U.S., creating enriching after-school experiences that help students grow, explore new interests, and build confidence. What you’ll do: Lead engaging and educational Dance after-scho…",37.63049,1,5691331183,"After School Educator - Hip-Hop - San Mateo, CA",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMTgzIn0.NJXFj1Q7Um37yjS0zK16IOxZEWDJDueciRWsYu_gI7o,39471.79,-122.411084,2026-04-06T10:06:23Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,HOKALI,Adzuna::API::Response::Company,"San Bruno, San Mateo County",Adzuna::API::Response::Location,"['US', 'California', 'San Mateo County', 'San Bruno']",contract
41701.34,https://www.adzuna.com/details/5691331164?utm_medium=api&utm_source=abfa41a4,"Become an After School Educator with HOKALI ! Are you ready to turn your passion for dance into purpose? At HOKALI , a Y Combinator–backed leader in after-school programs, we're looking for enthusiastic and dedicated Dance Educators to join our community in San Mateo, CA. We partner with over 200 schools across the U.S., creating enriching after-school experiences that help students grow, explore new interests, and build confidence. What you’ll do: Lead engaging and educational Dance after-scho…",37.463334,1,5691331164,"After School Educator - Hip-Hop - San Mateo, CA",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMTE2NCIsInMiOiItc0tweXNJeDhSR2MwdklTd1NTNG1RIn0.yZqCVPLH6S1ZIvepzn62d2mPw_OBp2qLVfEwOORs0hY,41701.34,-122.240826,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,HOKALI,Adzuna::API::Response::Company,"Redwood City, San Mateo County",Adzuna::API::Response::Location,"['US', 'California', 'San Mateo County', 'Redwood City']",contract
39267.96,https://www.adzuna.com/details/5691331154?utm_medium=api&utm_source=abfa41a4,"Care With Heart (Not a Stopwatch) Home Health Aides Wanted! No crowded halls. No juggling patients. Just YOU  ONE client Provide hands-on care, share smiles, and make a real difference—without the rush. Shift work available More time. More connection. Better care. Join the team & feel good about your work again! AdvisaCare is seeking experienced, motivated, and reliable Home Health Aide / Certified Nursing Assistant to provide services to our clients in Livonia, MI. Requirements High School Gra…",42.425516,1,5691331154,Certified Nursing Assistant or Home Health Aide,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMTE1NCIsInMiOiItc0tweXNJeDhSR2MwdklTd1NTNG1RIn0.rZoEzeE8byNWC2ejgwCHoeeCpdK7I1v_pH1KrZPwT_E,39267.96,-83.369483,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,AdvisaCare,Adzuna::API::Response::Company,"Livonia, Wayne County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Livonia']",
300000.0,https://www.adzuna.com/details/5691331109?utm_medium=api&utm_source=abfa41a4,"$150K–$300K In-Home Sales Closer High Ticket Sales | In-Home Sales Representative | Commission Sales | Top Closers Wanted Pre-Set Appointments | No Cold Calling | No Door Knocking Urgently Hiring In-Home Sales Closers If you can close in the home, we’ll keep your calendar full. Southern National Roofing is looking for in-home sales closers and sales representatives who want to earn serious money without chasing their own leads. Every appointment is pre-qualified and scheduled by our in-house te…",39.555281,0,5691331109,Sales Closer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMTEwOSIsInMiOiItc0tweXNJeDhSR2MwdklTd1NTNG1RIn0.kBy4hAS0Wqw6CjHkPtiRDqjNLJ7SOEU4G57ZGuG5fVM,150000.0,-76.990516,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Southern National Roofing,Adzuna::API::Response::Company,"Westminster, Carroll County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Carroll County', 'Westminster']",
300000.0,https://www.adzuna.com/details/5691331086?utm_medium=api&utm_source=abfa41a4,"$150K–$300K In-Home Sales Closer High Ticket Sales | In-Home Sales Representative | Commission Sales | Top Closers Wanted Pre-Set Appointments | No Cold Calling | No Door Knocking Urgently Hiring In-Home Sales Closers If you can close in the home, we’ll keep your calendar full. Southern National Roofing is looking for in-home sales closers and sales representatives who want to earn serious money without chasing their own leads. Every appointment is pre-qualified and scheduled by our in-house te…",33.4863,0,5691331086,Sales Closer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMTA4NiIsInMiOiItc0tweXNJeDhSR2MwdklTd1NTNG1RIn0.Skl5mQiqg4M9BHnmvef_d1crGAcyC8ZI9RXdOKctOrU,150000.0,-80.873926,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Southern National Roofing,Adzuna::API::Response::Company,"Orangeburg, Orangeburg County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Orangeburg County', 'Orangeburg']",
300000.0,https://www.adzuna.com/details/5691331096?utm_medium=api&utm_source=abfa41a4,"$150K–$300K In-Home Sales Closer High Ticket Sales | In-Home Sales Representative | Commission Sales | Top Closers Wanted Pre-Set Appointments | No Cold Calling | No Door Knocking Urgently Hiring In-Home Sales Closers If you can close in the home, we’ll keep your calendar full. Southern National Roofing is looking for in-home sales closers and sales representatives who want to earn serious money without chasing their own leads. Every appointment is pre-qualified and scheduled by our in-house te…",34.892037,0,5691331096,Sales Closer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMDk2In0.U1efwKKq2hxbt4RfFXjDthZ_Dr3kY3LwFjZQXUNvQ2U,150000.0,-82.269193,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Southern National Roofing,Adzuna::API::Response::Company,"Greer, Greenville County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Greenville County', 'Greer']",
45000.0,https://www.adzuna.com/details/5691331135?utm_medium=api&utm_source=abfa41a4,"Company Overview: Enable Dental provides on-site dental care, with a mission to offer compassionate, high-quality services to those who need it most. As a company that operates 100% mobile, we pride ourselves on maintaining a positive and collaborative work culture, where every team member contributes to the care we provide. We are seeking a Tier 1 Tech Support Specialist who will embody these values while offering excellent internal customer service to our decentralized workforce. Job Overview…",35.944537,0,5691331135,IT Support Specialist,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMTM1In0.kvU98VohYngYdab0Yabp-bLayyn5B7VFol-08_dzVu4,40000.0,-94.091378,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,IT Jobs,it-jobs,Adzuna::API::Response::Category,Enable Dental,Adzuna::API::Response::Company,"Fayetteville, Washington County",Adzuna::API::Response::Location,"['US', 'Arkansas', 'Washington County', 'Fayetteville']",
300000.0,https://www.adzuna.com/details/5691331092?utm_medium=api&utm_source=abfa41a4,"$150K–$300K In-Home Sales Closer High Ticket Sales | In-Home Sales Representative | Commission Sales | Top Closers Wanted Pre-Set Appointments | No Cold Calling | No Door Knocking Urgently Hiring In-Home Sales Closers If you can close in the home, we’ll keep your calendar full. Southern National Roofing is looking for in-home sales closers and sales representatives who want to earn serious money without chasing their own leads. Every appointment is pre-qualified and scheduled by our in-house te…",36.028661,0,5691331092,Sales Closer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMDkyIn0.SFi6VHUFAm_u4MKD-lZnsvU9vAiiQuJoHKqrlKiehgk,150000.0,-79.497186,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Southern National Roofing,Adzuna::API::Response::Company,"Burlington, Alamance County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Alamance County', 'Burlington']",
250000.0,https://www.adzuna.com/details/5691331091?utm_medium=api&utm_source=abfa41a4,"$150K–$300K In-Home Sales Closer High Ticket Sales | In-Home Sales Representative | Commission Sales | Top Closers Wanted Pre-Set Appointments | No Cold Calling | No Door Knocking Urgently Hiring In-Home Sales Closers If you can close in the home, we’ll keep your calendar full. Southern National Roofing is looking for in-home sales closers and sales representatives who want to earn serious money without chasing their own leads. Every appointment is pre-qualified and scheduled by our in-house te…",36.067604,0,5691331091,In-Home Sales Representative,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMDkxIn0.B9wRK9CBQQ9wMwj_-rd0NzgJbSALtYyC3IIlWyM2EoI,150000.0,-79.756811,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Southern National Roofing,Adzuna::API::Response::Company,"Greensboro, Guilford County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Guilford County', 'Greensboro']",
150000.0,https://www.adzuna.com/details/5691331084?utm_medium=api&utm_source=abfa41a4,"$150K–$300K In-Home Sales Closer High Ticket Sales | In-Home Sales Representative | Commission Sales | Top Closers Wanted Pre-Set Appointments | No Cold Calling | No Door Knocking Urgently Hiring In-Home Sales Closers If you can close in the home, we’ll keep your calendar full. Southern National Roofing is looking for in-home sales closers and sales representatives who want to earn serious money without chasing their own leads. Every appointment is pre-qualified and scheduled by our in-house te…",39.17281,0,5691331084,Sales Representative,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMDg0In0.p-KtnLO1TbeUM1sKmE2Q7jzWsmlhcSTkv5vwcnIo21Q,120000.0,-76.576408,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Southern National Roofing,Adzuna::API::Response::Company,"Glen Burnie, Anne Arundel County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Glen Burnie']",
300000.0,https://www.adzuna.com/details/5691331089?utm_medium=api&utm_source=abfa41a4,"$150K–$300K In-Home Sales Closer High Ticket Sales | In-Home Sales Representative | Commission Sales | Top Closers Wanted Pre-Set Appointments | No Cold Calling | No Door Knocking Urgently Hiring In-Home Sales Closers If you can close in the home, we’ll keep your calendar full. Southern National Roofing is looking for in-home sales closers and sales representatives who want to earn serious money without chasing their own leads. Every appointment is pre-qualified and scheduled by our in-house te…",33.98,0,5691331089,Sales Closer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MTMzMTA4OSIsInMiOiItc0tweXNJeDhSR2MwdklTd1NTNG1RIn0.fcQB-mV-zl0uGAt5P84e6AGzxB5buVDw87e1BRfd0EI,150000.0,-81.24,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Southern National Roofing,Adzuna::API::Response::Company,"Lexington, Lexington County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Lexington County', 'Lexington']",
111836.59,https://www.adzuna.com/details/5691331121?utm_medium=api&utm_source=abfa41a4,"SUMMARY: The Manager, Business Analysts is responsible for leading/managing a team of Business Analysts and/or Senior Business Analysts, to enable the delivery of technology solutions that deliver the intended business value. Our Business Analyst team works on a variety of projects, both internal, product improvement and client implementations. Our Business Analyst Team works directly with Project Management, Development, Quality Assurance, Operations, Account Management and our Clients to deli…",28.541508,1,5691331121,"Manager, Business Analysts ( Remote )",full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMTIxIn0.P63pyi6bNEcbXzublc-6qOmi-8sRYPC4MWmbklnUn28,111836.59,-81.374139,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,IT Jobs,it-jobs,Adzuna::API::Response::Category,AssistRx,Adzuna::API::Response::Company,"Orlando, Orange County",Adzuna::API::Response::Location,"['US', 'Florida', 'Orange County', 'Orlando']",
52076.29,https://www.adzuna.com/details/5691331152?utm_medium=api&utm_source=abfa41a4,"Youth Athletes United was created to provide the best programming and service in the market for youth sports, starting with their first sports experience. Children need to have FUN while learning the FUNdamentals of sport. Our goal is to provide an experience where every child is an athlete. The long-term impact will create healthy habits at a young age, teach life skills and increase youth activity across the board. We are seeking coaches for our multi-sport enrichment program. Amazing Athlete…",40.886209,1,5691331152,Early Childhood Sport and Fitness Coach,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMTUyIn0.qQ0omis1hEkyoLGJc62ZX7IUUXLooUExR405mYfgxoE,52076.29,-73.257337,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Amazing Athletes,Adzuna::API::Response::Company,"Kings Park, Suffolk County",Adzuna::API::Response::Location,"['US', 'New York', 'Suffolk County', 'Kings Park']",
150000.0,https://www.adzuna.com/details/5691331113?utm_medium=api&utm_source=abfa41a4,"$150K–$300K In-Home Sales Closer High Ticket Sales | In-Home Sales Representative | Commission Sales | Top Closers Wanted Pre-Set Appointments | No Cold Calling | No Door Knocking Urgently Hiring In-Home Sales Closers If you can close in the home, we’ll keep your calendar full. Southern National Roofing is looking for in-home sales closers and sales representatives who want to earn serious money without chasing their own leads. Every appointment is pre-qualified and scheduled by our in-house te…",40.073159,0,5691331113,Sales Representative,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLXNLcHlzSXg4UkdjMHZJU3dTUzRtUSIsImkiOiI1NjkxMzMxMTEzIn0.K_w8aYlmiXDbv72_cKaCPemcJKH_kxzX2h8_a8ZdSZo,120000.0,-76.32089,2026-04-06T10:06:22Z,Adzuna::API::Response::Job,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Southern National Roofing,Adzuna::API::Response::Company,"Lancaster, Lancaster County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Lancaster County', 'Lancaster']",
