adref,description,salary_is_predicted,__CLASS__,longitude,salary_max,salary_min,redirect_url,created,latitude,title,contract_type,id,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzE0NyIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.WP-zSmapDUjSg0yjobeNdaDxP-JmSwITPCUhHFhg7hA,"Job Description Job Description Join the JP Euro Team – Where Passion Meets Performance! ?? ?? Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned European auto technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Master European Auto Technician to join our elite team. Whether your expertise lies in BMW, Mercedes-Benz, Porsche, Audi, Volkswagen, Land Rover, Jaguar , or another European brand – we want t…",0,Adzuna::API::Response::Job,-96.96103,124800.0,104000.0,https://www.adzuna.com/land/ad/5862357147?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=5C4600754D39E876702EABE50A00048A83AC53F4,2026-08-30T12:47:27Z,33.221964,Providence Village European Master Auto Technician: Range Rover $50 - $60 an hour - NO WEEKENDS,,5862357147,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,JP Euro,Adzuna::API::Response::Company,"Providence Village, Denton County",Adzuna::API::Response::Location,"['US', 'Texas', 'Denton County', 'Providence Village']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzE3OCIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.oXpx1rmLZIzUT4h_yedV1E1YmGmIUqFObmF_0xtOuI8,"Job Description Job Description As our Healthcare Superintendent, you will lead field operations for construction projects in complex healthcare environments, ranging from interior remodels within active hospital settings to major expansions and ground‑up facilities. This role is critical to ensuring work is executed safely, efficiently, and with minimal disruption to ongoing patient care and hospital operations.In this role, you will oversee the day‑to‑day field execution of projects, includin…",1,Adzuna::API::Response::Job,-98.522671,78154.6,78154.6,https://www.adzuna.com/land/ad/5862357178?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=A74B3AC9EE5DF313210122802AC4727F4CF54C22,2026-08-30T12:47:27Z,29.46357,Superintendent - Healthcare Construction,,5862357178,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,SpawGlass,Adzuna::API::Response::Company,"San Antonio, Bexar County",Adzuna::API::Response::Location,"['US', 'Texas', 'Bexar County', 'San Antonio']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTUyIn0.SYdkUDH_yUy_jAsoFsZH7q9kWoV-rf3f4pwZxVsZZAA,"Job Description Job Description Now Hiring: Full Time/Part-Time Dental HygienistLocation: Suffern, NYPay: $50-$60/hour (Based on Experience)Schedule: 9:00 AM - 5:00 PM | Flexible DaysJoin a kid-friendly practice that makes dentistry fun and meaningful!About UsPediatric Dentistry of Monsey is a warm, welcoming dental home for children and families in Suffern, NY. We're currently seeking a compassionate, skilled, and energetic Dental Hygienist to join our team Full-time. If you enjoy working with…",1,Adzuna::API::Response::Job,-74.149589,92138.79,92138.79,https://www.adzuna.com/land/ad/5862357152?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=46758AE6F24AC05AF3550F3B81910ABA7A1E5BD3,2026-08-30T12:47:27Z,41.114818,Dental Hygienist ( Pediatric Experience Preferred ) - ( Full Time/Part-Time ),,5862357152,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,"PDS Management Services, LLC",Adzuna::API::Response::Company,"Suffern, Rockland County",Adzuna::API::Response::Location,"['US', 'New York', 'Rockland County', 'Suffern']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTc0In0.05yQNNtrOFvXrh-O9PbX_XMATGxo2oLqsYNY1re8oN8,"Job Description Job Description Clinical Diagnostics Specialist – ABA Centers Massachusetts Salary: $65-$80K Who We Are We are the nation’s fastest-growing provider of autism care, delivering high-quality Applied Behavior Analysis (ABA) therapy across a rapidly expanding footprint. Since our founding in 2020, we’ve scaled from a single clinic to nearly 70 operating areas in more than a dozen states, supported by a high-performance corporate infrastructure and data-driven decision-making. Recogn…",1,Adzuna::API::Response::Job,-71.266966,48998.94,48998.94,https://www.adzuna.com/land/ad/5862357174?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=9F39B19A931BF20A1897BA6A4E4A2A3C7BF8D9BA,2026-08-30T12:47:27Z,42.301553,Clinical Diagnostics Specialist,,5862357174,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,ICBD,Adzuna::API::Response::Company,"Wellesley, Norfolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Norfolk County', 'Wellesley']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTY1In0.A_oltmJw-9DKYCmdAl0iDzI4JbPNK7l58RiYEhgXRNs,"Job Description Job Description Job Title : Regulatory Affairs Specialist Location : Madison Heights, MI Contractor Work Model : Onsite Hours : M – F 8am – 5pm Compensation : $26.00/hr Type : Contract, Potential for extension or conversion to permanent Responsibilities Ensure that our customers and employees are fully informed about the health and safety characteristics of our products and raw materials and that all products marketed by the company are in compliance with all appropriate regulat…",1,Adzuna::API::Response::Job,-83.105203,109359.83,109359.83,https://www.adzuna.com/land/ad/5862357165?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=064F7CF198A37AFF39BAA733D6E6A5706504D9ED,2026-08-30T12:47:27Z,42.485869,Regulatory Affairs Specialist,,5862357165,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,System One,Adzuna::API::Response::Company,"Madison Heights, Oakland County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Madison Heights']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTQyIn0.yxp9lTU9rrsFeiqIVpnkW10jYr7S0E2MoXvEQTx4BpM,"Job Description Job Description For faster responses, call or text Jason at (214) 604-3951. Join our Growing team in DALLAS TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned Automotive Master Technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, highly skilled technician to join our elite team. If you specialize in European vehicles, and are passionate about preci…",1,Adzuna::API::Response::Job,-97.310044,60458.89,60458.89,https://www.adzuna.com/land/ad/5862357142?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=189B8CFAA0EF1115F02C68519CBA03B1AEF7E0C2,2026-08-30T12:47:27Z,36.678368,Tonkawa City Mechanic Automotive Master Technician $50-$65 an hr - Relocation assistance,,5862357142,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,JP Euro,Adzuna::API::Response::Company,"Tonkawa, Kay County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Kay County', 'Tonkawa']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzEzNCIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.O72c2kab1Zny-rLhwQ_O3lhbDYjF4WBQfm4049g-o6s,"Job Description Job Description Join the JP Euro Team – Where Passion Meets Performance! ?? ?? Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned European auto technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Master European Auto Technician to join our elite team. Whether your expertise lies in BMW, Mercedes-Benz, Porsche, Audi, Volkswagen, Land Rover, Jaguar , or another European brand – we want t…",0,Adzuna::API::Response::Job,-97.238073,124800.0,104000.0,https://www.adzuna.com/land/ad/5862357134?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=4F41B3DC3F03EB4AD5F51CEDD68C63DB9E383B28,2026-08-30T12:47:26Z,33.261507,"Krum European Master Auto Technician: Toyota, Lexus, Acura and Honda $50 - $60 an hour - NO WEEKEND",,5862357134,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,JP Euro,Adzuna::API::Response::Company,"Krum, Denton County",Adzuna::API::Response::Location,"['US', 'Texas', 'Denton County', 'Krum']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzExNiIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.7SmRPs_NQHXzSM5P2GPHq6fFQOheEcwhx5CW2BVBFWU,"Job Description Job Description Dental Care at Pearlridge is seeking a highly motivated and skilled General Dentist to join our family! Up to $25,000 Relocation/Sign On Bonus available for full time!If you've ever imagined being a part of a strong dental team and leading a practice where you have full creative freedom - from high tech digital technology, to the patient experience you design, to the team culture you shape - this is your chance to call Dental Care at Pearlridge your new home!We'r…",1,Adzuna::API::Response::Job,-157.930927,179368.83,179368.83,https://www.adzuna.com/land/ad/5862357116?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=D20F9AE02379D7FE4F2A307CB249E8AABA2747CC,2026-08-30T12:47:25Z,21.3859,General Dentist,,5862357116,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Rising Tide Dental,Adzuna::API::Response::Company,"Aiea, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Aiea']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTI2In0.BC-j-T07ccE0U-8J3RwoLFl9Lbo1gC5AZCBIbSsAVlM,"Job Description Job Description We are looking for a Wheel Repair Technician to join our team! The Wheel Repair Technician is responsible for inspecting all incoming units for wheel damage, including curve rash on the edges or faces of the wheels, to ensure all vehicles meet the company's quality standards. If you have experience as a wheel repair technician, are looking for new opportunities with uncapped commission potential, and seeking a stable position with no prospecting required, then th…",1,Adzuna::API::Response::Job,,58672.3,58672.3,https://www.adzuna.com/land/ad/5862357126?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=32DD40A0C224BB6D9F8540FEE89F807612D79A25,2026-08-30T12:47:25Z,,Wheel Repair Technician,,5862357126,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,Dealer Integrated Services,Adzuna::API::Response::Company,"Houston, Harris County",Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTE1In0.ktjRmsteEYd26-OxP_2PN_ZX2cSmywaCQcPsm4Y-BRw,"Job Description Job Description About Amigo At Amigo, we're building the clinical AI infrastructure that health systems, life sciences companies, payors, and government agencies run their patient-facing care on. Our agents work across the whole patient journey: pre-visit intake, care navigation, post-visit care plans, and ongoing monitoring. Our mission is to make excellent care accessible to every patient, not rationed by the limits of clinician time. This hasn’t been solved because the underl…",1,Adzuna::API::Response::Job,,96761.3,96761.3,https://www.adzuna.com/land/ad/5862357115?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=14C75375349DF0032DACFB328253E67835E22F83,2026-08-30T12:47:25Z,,Senior Software Engineer - Backend/Infra [NYC or SF],,5862357115,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Amigo,Adzuna::API::Response::Company,"New York City, New York",Adzuna::API::Response::Location,"['US', 'New York', 'New York City']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzEzMCIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.SYXe9DE8Ho5TshSiUF28-MfyV8SdJdKiWT-XkBrZwuw,"Job Description Job Description Benefits: 401(k) Competitive salary Employee discounts Flexible schedule Free uniforms Opportunity for advancement Training & development What We Offer: Competitive Base Pay: $22/hr. Performance-Based Commissions: Up to $2,500/year (with strong upside based on studio performance) Employee Discount on Orangetheory products and services Benefits Include: FREE Orangetheory classes Direct2Care – next-generation telemedicine access 24/7 virtual healthcare (no cost, un…",1,Adzuna::API::Response::Job,-71.152277,73612.89,73612.89,https://www.adzuna.com/land/ad/5862357130?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=E78A6F448E82C528C4110B18D00C709620401CA4,2026-08-30T12:47:25Z,42.479262,Senior Sales Manager,,5862357130,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Orangetheory - Franchise #0134,Adzuna::API::Response::Company,"Woburn, Middlesex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Woburn']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzEyOCIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.0EMttKg3tJAp_Oe9-PTvjYvEf5d-z5xBrZL3d3kTp1s,"Job Description Job Description Certified Pharmacy Technician – Charleston, SCWho are we?Dynamic Integrated Services (DIS) is a proud Service-Disabled Veteran-Owned Small Business based in the Washington, D.C. Metropolitan area providing management consulting services to federal agencies and organizations supporting the public sector. DIS offers exceptional client services in the areas of Strategic Communications and Integrated Marketing (SCIM), Information Technology (IT), and Enterprise Optim…",1,Adzuna::API::Response::Job,-80.003183,64719.88,64719.88,https://www.adzuna.com/land/ad/5862357128?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=0CE774278C3AFCE66AF4A135E5885B42FAB9C5B3,2026-08-30T12:47:25Z,32.930579,Certified Pharmacy Technician,,5862357128,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Dynamic Integrated Services,Adzuna::API::Response::Company,"Charleston, Charleston County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Charleston County', 'Charleston']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzExOCIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.vfCydM6Cwa5UtRxARPoaxFpYpyUeYgIhfFaQ-yIEEO4,"Job Description Job Description About Us Valor Contracting has delivered over 2,000 successful industrial and commercial projects, earning a reputation for integrity, innovation, and excellence throughout the Upper Midwest and nationwide. Our expertise includes specialty subcontractor services—such as advanced tilt-up concrete and pre-engineered metal buildings—as well as serving as general contractor for national build-to-suit industrial projects. With over 40 years of proven experience, we br…",1,Adzuna::API::Response::Job,-96.895,120171.05,120171.05,https://www.adzuna.com/land/ad/5862357118?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=3CDC4E8225CE5731E1280401BD950D693BC68620,2026-08-30T12:47:25Z,46.871667,Construction Industrial Superintendent - Traveling,,5862357118,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Enclave Enterprise LLC,Adzuna::API::Response::Company,"West Fargo, Cass County",Adzuna::API::Response::Location,"['US', 'North Dakota', 'Cass County', 'West Fargo']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTMyIn0.IE9rSwH3DLTS9zQzDVTHDCNd8taEB3QrvaxiWCbLk3M,"Job Description Job Description Benefits: Employee discounts Competitive salary Paid time off Vision insurance About the Role: KM CONSTRUCTION CORP is seeking a dedicated Construction Superintendent to join our dynamic team in Irvington, NJ. In this role, you will oversee construction projects from inception to completion, ensuring quality and safety standards are met while fostering a collaborative work environment. Responsibilities: Manage daily on-site operations and supervise construction c…",1,Adzuna::API::Response::Job,-74.228644,121551.66,121551.66,https://www.adzuna.com/land/ad/5862357132?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=40F3784EF80495DCFE2707B39550CD776502695C,2026-08-30T12:47:25Z,40.726325,Construction Superintendent,,5862357132,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,KM CONSTRUCTION CORP,Adzuna::API::Response::Company,"Irvington, Essex County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Essex County', 'Irvington']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTMxIn0.zlE2djE9hPh3MZkknK3s2nQpnk-J3t5F-7w0LjFw6q0,"Job Description Job Description Ophthalmologist - Comprehensive Cataract Surgeon SightMD | Schuylkill County/Central, PA Are you ready to advance your career with a physician-led practice that prioritizes exceptional patient care, mentorship, and innovation? SightMD is seeking Comprehensive Ophthalmologists to join our growing team in Pennsylvania, with opportunities based in Reading, Pottsville, Shamokin, and Lewisburg, PA . As part of our continued growth and succession planning, we welcome b…",1,Adzuna::API::Response::Job,-75.940518,89600.93,89600.93,https://www.adzuna.com/land/ad/5862357131?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=6D7FE0BDBC5A4F7CF54B9B18E4A5472EBA6BE834,2026-08-30T12:47:25Z,40.353724,Ophthalmologist - Cataract Surgeon,,5862357131,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Solomon C Luo, MD, PC",Adzuna::API::Response::Company,"Reading, Berks County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Berks County', 'Reading']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTIyIn0.G8ImAtQ7izTRpB2b_WxEOiJs2yrswmbppm9ld7OLk1E,"Job Description Job Description Position: Server Employment Type: Part-Time or Full-Time $7.21 per hour - Do you love making people smile and delivering great service? American Dream Restaurants, a proud Pizza Hut franchisee, is looking for friendly and enthusiastic Servers to join our team. This role is perfect for individuals who thrive in a fast-paced, customer-focused environment. What You’ll Do: ● Deliver Great Service: Greet customers, take orders, and ensure an exceptional dining experie…",1,Adzuna::API::Response::Job,-72.922874,21226.37,21226.37,https://www.adzuna.com/land/ad/5862357122?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=42261EB9D4EC7FD4304CF86E67386066DAEB948F,2026-08-30T12:47:25Z,43.639036,Server,,5862357122,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,American Dream Restaurants LLC,Adzuna::API::Response::Company,"Rutland, Rutland County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Rutland County', 'Rutland']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzA4NCIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.IiggvvS4tAHPAWe1rF4ZizT4n0GgerSdaIp_b27uYTI,"Job Description Job Description At Simulmedia, we’re transforming TV and premium video advertising through best-in-class data science, artificial intelligence, and innovative software. Our TV™ platform enables advertisers to reach audiences across broadcast, cable, connected TV (CTV), and even video games—delivering campaigns with unmatched simplicity, transparency, and measurable impact. For over 16 years, we’ve empowered brand marketers, agencies, and publishers to discover untapped audiences…",1,Adzuna::API::Response::Job,,182970.94,182970.94,https://www.adzuna.com/land/ad/5862357084?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=3FF6840997486C0B2E1FE5B7AB099D4391900090,2026-08-30T12:47:24Z,,"Director/Senior Director, Pharma/Healthcare",,5862357084,pr-advertising-marketing-jobs,Adzuna::API::Response::Category,"PR, Advertising & Marketing Jobs",Simulmedia,Adzuna::API::Response::Company,"New York City, New York",Adzuna::API::Response::Location,"['US', 'New York', 'New York City']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MDkwIn0.iYyreOW3o1dpEWCrvviAgkamN4Z7JZgGm-m-mAQX9QM,"Job Description Job Description At DATAMARK, Inc., you will experience a dynamic and inclusive company culture that emphasizes collaboration, innovation and professional development. Our team is supportive, engaged and enjoys working together to achieve shared goals. We offer exceptional benefits and are committed to promoting your well-being both in and out of the workplace. Join DATAMARK as a Senior Buyer and contribute your expertise in a role where your impact truly matters! This onsite rol…",1,Adzuna::API::Response::Job,-106.478871,73283.88,73283.88,https://www.adzuna.com/land/ad/5862357090?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=4381E3AB57EC346DD3828DD348FE34AC708A023A,2026-08-30T12:47:24Z,31.759737,Senior Buyer,,5862357090,admin-jobs,Adzuna::API::Response::Category,Admin Jobs,"Datamark, Inc.",Adzuna::API::Response::Company,"El Paso, El Paso County",Adzuna::API::Response::Location,"['US', 'Texas', 'El Paso County', 'El Paso']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzA1NiIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.OVOjOfyqiqeAf9qHSg3gm9PHaWagTLS9w0DzR1jYk4k,"Job Description Job Description Benefits/Perks Flexible Scheduling Competitive Compensation Career Advancement Opportunities Job Summary We are seeking an experienced Server to join our team! The Server is the face of our restaurant and plays an integral role in our customer’s dining experience. You will build rapport with customers, answer questions about the menu, take orders, and serve food and drinks. The ideal candidate is friendly, outgoing, and has fantastic attention to detail. Responsi…",1,Adzuna::API::Response::Job,-71.409156,18774.39,18774.39,https://www.adzuna.com/land/ad/5862357056?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=157D17B0E99F7018EB67CDBA4915C3A27ED34A71,2026-08-30T12:47:24Z,41.816736,Server,,5862357056,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Pizza J,Adzuna::API::Response::Company,"Providence, Providence County",Adzuna::API::Response::Location,"['US', 'Rhode Island', 'Providence County', 'Providence']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MDY0In0.vMCEzZDuIA1Vufvu8qGbJStdH-SBBMhymI5EmwnW-Ss,Job Description Job Description Benefits: Bonus based on performance Competitive salary Flexible schedule Training & development CBG Licensed Behavior Analysis is seeking a behavior technician to work with Flexible hours Flexible after school hours Expert supervision by BCBA is provided Competitive pay Great opportunity to learn in a collaborative environment,1,Adzuna::API::Response::Job,-74.253147,41074.12,41074.12,https://www.adzuna.com/land/ad/5862357064?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=FE7FF09F7FE71EC79AD1498B0C9497A0486624FD,2026-08-30T12:47:24Z,40.326808,Behavior Technician,,5862357064,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Compassionate Behavioral Guidance,Adzuna::API::Response::Company,"Marlboro, Monmouth County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Marlboro']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzA1MiIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.7LYKYr1y8QP54ttfdHxB3l0D0-9G9O-vGxi3-eokAUo,"Job Description Job Description Description: Job Title: Store Manager Location: Jack in the Box Job Summary: We are seeking a dedicated and experienced Store Manager to oversee the daily operations of our Jack in the Box location. The ideal candidate will be responsible for ensuring exceptional customer service, managing staff, and driving sales while maintaining a positive work environment. Key Responsibilities: - Lead and manage store operations to achieve sales and profitability goals - Ensu…",1,Adzuna::API::Response::Job,-96.738695,65689.43,65689.43,https://www.adzuna.com/land/ad/5862357052?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=00536B80E8B621A4F2F642EF3BD7599ACC7BB058,2026-08-30T12:47:24Z,32.976029,Store Manager,,5862357052,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,Mannat Food Inc,Adzuna::API::Response::Company,"Richardson, Dallas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Richardson']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NzEwNyIsInMiOiJEbXRvTUplazhSRzJaT2RHdGExQkFBIn0.teAEAbzLol22Z_phh1dUytrlByRaearWo00ZXuI83gE,"Job Description Job Description About Us: At Zealthy, our mission is to make high-quality healthcare accessible to everyone, no matter their location. We are building the world’s largest and most trusted virtual healthcare platform, transforming how care is delivered to ensure anyone, anywhere, can receive the healthcare they need. Founded by a healthcare entrepreneur with a proven track record, including scaling a previous company to a $5B valuation, Zealthy is positioned for sustainable growt…",1,Adzuna::API::Response::Job,,109802.3,109802.3,https://www.adzuna.com/land/ad/5862357107?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=7FE43F251FCC572533BA9B090CF294E1D67524D1,2026-08-30T12:47:24Z,,Finance Manager,,5862357107,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Zealthy,Adzuna::API::Response::Company,"New York City, New York",Adzuna::API::Response::Location,"['US', 'New York', 'New York City']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MTA2In0.h65ZtB_Zt6ObOmdjniJCeKQgRQC_uKhwc2ozOoNqhv8,"Job Description Job Description Employment Type : Full-Time FSLA: Salary/Exempt Division: Field Operations Department: Field Operations Reports to: Superintendent & General Superintendent Supervisory Duties: Yes Salary Range: $76,000 - $89,000 Reporting directly to the Superintendent and General Superintendent, the Assistant Superintendent will help with daily on-site management of construction activities on the project site. Responsibilities / Essential Functions Help administer project safety…",1,Adzuna::API::Response::Job,-71.409156,95404.16,95404.16,https://www.adzuna.com/land/ad/5862357106?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=F332714AE76DAA52698EA7643EA9194EB940F8CB,2026-08-30T12:47:24Z,41.816736,Assistant Superintendent,,5862357106,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Consigli Construction,Adzuna::API::Response::Company,"Providence, Providence County",Adzuna::API::Response::Location,"['US', 'Rhode Island', 'Providence County', 'Providence']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG10b01KZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU3MDY5In0.1L2uiKxh07476cJlfGpUCxJjrkTvYz_B7INegs3aMas,"Job Description Job Description Crunch has opened a new location in Fall River, MA! We are looking for Group Fitness Instructors to join our team! What's your specialty? Dance, yoga, cycling, strength or sports based workouts? Whatever it is we want to hear from you and see what you've got! At Crunch, we believe in sharing our passion for fun and effective workouts and we're looking for talented fitness instructors who share the same passion and expertise. If you are looking for a place to grow…",1,Adzuna::API::Response::Job,-71.115143,54990.36,54990.36,https://www.adzuna.com/land/ad/5862357069?se=DmtoMJek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=E1DA2C8ECB18B9CB08B3A5233C770407125B6D4F,2026-08-30T12:47:24Z,41.735945,Group Fitness Instructor,,5862357069,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,Fitness Holdings - Crunch Fitness,Adzuna::API::Response::Company,"Fall River, Bristol County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Bristol County', 'Fall River']",
